raw_sponsor,sponsor_clean,sponsor_parent,sponsor_type,match_status,confidence,decided_by,n_trials
Unidade Local De Saude De Santa Maria E.P.E. / Instituto De Medicina Molecular Joao Lobo Antunes,Unidade Local de Saúde de Santa Maria,,hospital,accepted,0.75,model,1
Unidade Local De Saude De Tras-Os-Montes E Alto Douro E.P.E.,Unidade Local de Saude de Tras-os-Montes e Alto Douro,,hospital,accepted,0.9,model,1
Unidade de Investigao em Sade Mental e Psiquiatria do Centro Hospitalar Conde de Ferreira,Centro Hospitalar Conde de Ferreira,,hospital,accepted,0.8,model,1
"Unigene Laboratories, Inc.",Unigene Laboratories,,industry,accepted,0.9,model,1
Uniklinikum Tuebingen,Universitätsklinikum Tübingen,,hospital,accepted,0.9,model,1
"Unit Malattie Neurodegenerative, Ospedale Cardinale Giovanni Panico, Tricase",Azienda Ospedaliera Cardinale G. Panico,,hospital,accepted,0.85,model,1
Unit de Recherches Thrapeutiques,Unite de Recherches Therapeutiques,,unknown,accepted,0.4,model,1
Unit for Psychiatric Research,Psychiatric Research Unit,,unknown,accepted,0.4,model,1
Unit of Esophageal and Gastric Research Dep. of Molecular Medicine and Surgery Karolinska Institutet,Karolinska Institutet,,academic,accepted,0.85,model,1
"Unit of Infectious Diseases, Department of Medical Scieces, University of Torino c/o ASLTO2, Amedeo di Savoia Hospital",Università degli Studi di Torino,,academic,accepted,0.8,model,1
Unita Operativa di Endocrinologia e Malattie del Metabolismo,Unita Operativa di Endocrinologia e Malattie del Metabolismo,,unknown,accepted,0.4,model,1
Unitat de Recerca en Pediatria Nutrici i Desenvolupament Hum,"Unitat de Recerca en Pediatria, Nutricio i Desenvolupament Huma",,academic,accepted,0.6,model,1
United Bristol Healthcare NHS Trust,United Bristol Healthcare NHS Trust,,hospital,accepted,0.93,model,1
United Lincolnshire Hospitals NHS Trust,United Lincolnshire Hospitals NHS Trust,,hospital,accepted,0.95,model,1
Unither Pharmaceuticals,Unither Pharmaceuticals,,industry,accepted,0.95,model,1
"Unity Health Toronto, at its St. Michaels site",Unity Health Toronto,,hospital,accepted,0.9,model,1
"Univ of Lund, Dept of Pediatrics",Lund University,,academic,accepted,0.9,model,1
"Univ. Klinik f. Ansthesie, Intensivmedizin und Schmerztherapie",Medizinische Universität Wien,,academic,accepted,0.75,model,1
Univ. Klinik fr Ansthesiologie,Unknown University Clinic for Anaesthesiology,,unknown,accepted,0.3,model,1
Univ. Prof. Dr. Christoph Zielinski,Christoph Zielinski,,individual,accepted,0.9,model,1
Univ. Prof. Dr. Manuela Schmidinger,Manuela Schmidinger,,individual,accepted,0.9,model,1
Univ. Prof. Dr. Markus Peck-Radosavljevic,Markus Peck-Radosavljevic,,individual,accepted,0.9,model,1
"Univ. hospital, Dpt. of anaesthesia","Unknown University Hospital, Department of Anaesthesia",,hospital,accepted,0.3,model,1
"Univ. of Iceland, Dept. Pharmacol.",University of Iceland,,academic,accepted,0.85,model,1
Univ.-Doz. Dr. Karl-Heinz Smolle,Karl-Heinz Smolle,,individual,accepted,0.9,model,1
Univ.-Kl. f.Augenheilkunde und Optometrie Wien,Medizinische Universität Wien,,academic,accepted,0.7,model,1
Univ.-Kl.f.Nuklearmedizin Wien,Medizinische Universität Wien,,academic,accepted,0.6,model,1
"Univ.-Klinik fr Augenheilkunde und Optometrie, Medizinische Universitt Wien",Medizinische Universität Wien,,academic,accepted,0.7,model,1
Univ.-Klinik fr Kinder- und Jugendheilkunde,Medizinische Universität Wien,,academic,accepted,0.8,model,1
"Univ.-Prof. DDr. Norbert Jakse, Universittszahnklinik Graz, Dep. f. Orale Chirurgie u. Rntgenologi",Medizinische Universität Graz,,academic,accepted,0.75,model,1
Univ.-Prof. Dr. Doris Balogh,Doris Balogh,,individual,accepted,0.9,model,1
"Univ.-Prof. Dr. Hans F. Merk, Dept. of Dermatology, University Hospital, RWTH Aachen University",Universitätsklinikum Aachen,,hospital,accepted,0.85,model,1
Univ.-Prof. Dr. Helmut Mittermayer,Helmut Mittermayer,,individual,accepted,0.9,model,1
Univ.-Prof. Dr. Karlheinz Tscheliessnigg,Karlheinz Tscheliessnigg,,individual,accepted,0.9,model,1
Univ.-Prof. Dr. Oliver Findl Med. Univ. Wien,Medizinische Universität Wien,,academic,accepted,0.95,model,1
Univ.-Prof. Dr. Volker Wenzel,Volker Wenzel,,individual,accepted,0.9,model,1
Univ.Clinic of Dermatology,University Clinic of Dermatology (unspecified),,unknown,accepted,0.3,model,1
"Univ.Clinic of Internal Medicine II, Department of Cardiology, Medical University of Vienna, Austria",Medizinische Universität Wien,,academic,accepted,0.9,model,1
Univar B.V.,Univar,,industry,accepted,0.8,model,1
Univar BV,Univar,,industry,accepted,0.8,model,1
Univar Solutions B.V.,Univar,,industry,accepted,0.8,model,1
Univeristy Hospital Na Bulovce,University Hospital Na Bulovce,,hospital,accepted,0.8,model,1
Univeristy Hospital Schleswig-Holstein,Universitätsklinikum Schleswig-Holstein,,hospital,accepted,0.97,model,1
Univeristy Hospital Tuebingen,Universitätsklinikum Tübingen,,hospital,accepted,0.93,model,1
Univeristy Medical Center Groningen,Universitair Medisch Centrum Groningen,,hospital,accepted,0.95,model,1
Univeristy Medical Center Utrecht,University Medical Center Utrecht,,hospital,accepted,0.95,model,1
Univeristy of Cologne,University of Cologne,,academic,accepted,0.85,model,1
Univeristy of Leeds,University of Leeds,,academic,accepted,0.93,model,1
Univeristy of Milano-Bicocca,University of Milano-Bicocca,,academic,accepted,0.95,model,1
Univeritetssjukhuset rebro / Universitetssjukhuset rebro,Universitetssjukhuset Örebro,,hospital,accepted,0.93,model,1
Univerity Hospital Leuven,UZ Leuven,,hospital,accepted,0.85,model,1
Univerity Hospitals Leuven,UZ Leuven,,hospital,accepted,0.85,model,1
Univerity of Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,,academic,accepted,0.9,model,1
Universidad Autnoma de Madrid U.A.M.,Universidad Autonoma de Madrid,,academic,accepted,0.9,model,1
Universidad Autonoma De Madrid,Universidad Autonoma de Madrid,,academic,accepted,0.98,model,1
Universidad Catlica de Murcia UCAM,Universidad Catolica de Murcia,,academic,accepted,0.9,model,1
Universidad Complutense de Madrid,Universidad Complutense de Madrid,,academic,accepted,0.9,model,1
Universidad Miguel Hernandez,Universidad Miguel Hernandez,,academic,accepted,0.9,model,1
Universidad de Granada,Universidad de Granada,,academic,accepted,0.9,model,1
Universidad de Salamanca,Universidad de Salamanca,,academic,accepted,0.9,model,1
Universit  degli  Studi di Torino e Azienda Ospedaliera Citt della Salute e della Scienza di Torino,Universita degli Studi di Torino e Azienda Ospedaliera Citta della Salute e della Scienza di Torino,,unknown,accepted,0.5,model,1
Universit Campus Bio-Medico di Roma,Università Campus Bio-Medico di Roma,,academic,accepted,0.93,model,1
Universit Cattolica del Sacro Cuore,Universita Cattolica del Sacro Cuore,,academic,accepted,0.9,model,1
Universit Libre de Bruxelles,Universite Libre de Bruxelles,,academic,accepted,0.98,model,1
Universit catholique de Louvain UCL,Universite Catholique de Louvain,,academic,accepted,0.85,model,1
Universit de Sherbrooke,Universite de Sherbrooke,,academic,accepted,0.9,model,1
Universit degli Studi Aldo Moro,Universita degli Studi di Bari Aldo Moro,,academic,accepted,0.8,model,1
Universit degli Studi di Trieste,Università degli Studi di Trieste,,academic,accepted,0.95,model,1
Universit del Piemonte Orientale,Universita del Piemonte Orientale,,academic,accepted,0.85,model,1
Universit di Modena e ReggioEmilia,Università di Modena e Reggio Emilia,,academic,accepted,0.92,model,1
Universit di Napoli Federico II,Università degli Studi di Napoli Federico II,,academic,accepted,0.95,model,1
Universita  di Firenze,Universita di Firenze,,academic,accepted,0.7,model,1
Universita Cattolica Del Sacro Cuore,Universita Cattolica del Sacro Cuore,,academic,accepted,0.9,model,1
Universita Degli Studi Di Genova,Università degli Studi di Genova,,academic,accepted,0.95,model,1
Universita Degli Studi Di Milano,Università degli Studi di Milano,,academic,accepted,0.9,model,1
Universita Degli Studi Di Roma La Sapienza,Università degli Studi di Roma La Sapienza,,academic,accepted,0.95,model,1
Universita Degli Studi Di Torino,Universita degli Studi di Torino,,academic,accepted,0.9,model,1
Universita Degli Studi Di Verona,Università degli Studi di Verona,,academic,accepted,0.95,model,1
Universita di Firenze Dipartimento di Farmacologia Preclinica e Clinica,Universita di Firenze,,academic,accepted,0.8,model,1
Universita' Degli Studi Di Camerino,Università degli Studi di Camerino,,academic,accepted,0.95,model,1
Universita' Degli Studi Di Genova,Università degli Studi di Genova,,academic,accepted,0.95,model,1
Universita' Degli Studi Di Modena E Reggio Emilia,Università di Modena e Reggio Emilia,,academic,accepted,0.92,model,1
Universita' Degli Studi Di Roma La Sapienza,Università degli Studi di Roma La Sapienza,,academic,accepted,0.95,model,1
Universita' Degli Studi Di Verona,Università degli Studi di Verona,,academic,accepted,0.95,model,1
Universitaetsklinikum Erlangen,Universitätsklinikum Erlangen,,hospital,accepted,0.95,model,1
Universitaetsklinikum Erlangen-Nuernberg,Universitätsklinikum Erlangen,,hospital,accepted,0.85,model,1
Universitaetsklinikum Essen,Universitätsklinikum Essen,,hospital,accepted,0.92,model,1
Universitaetsklinikum Hamburg,Universitätsklinikum Hamburg-Eppendorf,,hospital,accepted,0.93,model,1
Universitaetsklinikum Heidelberg AöR / Universitaetsklinikum Heidelberg AöR,Universitätsklinikum Heidelberg,,hospital,accepted,0.95,model,1
Universitaetsklinikum Schleswig-Holstein AöR / Universitaetsklinikum Schleswig-Holstein AöR,Universitätsklinikum Schleswig-Holstein,,hospital,accepted,0.95,model,1
Universitaetsklinikum Tuebingen AöR / Universität Zürich - Klinik für Neonatologie,Universitätsklinikum Tübingen,,hospital,accepted,0.93,model,1
Universitaetsmedizin Der Johannes Gutenberg-Universitaet Mainz Koerperschaft Des Offentlichen Rechts,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,,hospital,accepted,0.88,model,1
Universitaetsmedizin Greifswald KöR,Universitätsmedizin Greifswald,,academic,accepted,0.9,model,1
Universitaetsmedizin der Johannes Gutenberg-Universitaet Mainz KöR / Rabin Medical Center,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,,hospital,accepted,0.85,model,1
Universitair Medisch Cemtrum Utrecht,University Medical Center Utrecht,,hospital,accepted,0.95,model,1
Universitair Medisch Centrum Groningen / Universitair Medisch Centrum Groningen,Universitair Medisch Centrum Groningen,,hospital,accepted,0.95,model,1
Universitair Psychiatrisch Centrum KU Leuven,UZ Leuven,,hospital,accepted,0.8,model,1
Universitair Ziekenhuis Antwerpen / Hospital Germans Trias I Pujol,Universitair Ziekenhuis Antwerpen,,hospital,accepted,0.85,model,1
Universitair Ziekenhuis Antwerpen UZA - Multidisciplinair Pijncentrum,Universitair Ziekenhuis Antwerpen,,hospital,accepted,0.85,model,1
Universitair Ziekenhuis Brussel Vrije Universiteit Brussel,Universitair Ziekenhuis Brussel,,hospital,accepted,0.88,model,1
"Universitair Ziekenhuis Brussel, Belgium",Universitair Ziekenhuis Brussel,,hospital,accepted,0.88,model,1
Universitair Ziekenhuis Gent / Az St-Jan Brugge-Oostende A.V.,Ghent University Hospital,,hospital,accepted,0.9,model,1
Universitair Ziekenhuis Leuven UZ Leuven,UZ Leuven,,hospital,accepted,0.93,model,1
Universitaire ziekenhuis Leuven,UZ Leuven,,hospital,accepted,0.93,model,1
Universitatsmedizin der Johannes Gutenberg-Universitat Mainz KöR,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,,hospital,accepted,0.88,model,1
Universite Catholique de Louvain,Universite Catholique de Louvain,,academic,accepted,0.9,model,1
Universite De Liege,Université de Liège,,academic,accepted,0.97,model,1
Universite De Liege / CHU De Liege,Centre Hospitalier Universitaire de Liège,,hospital,accepted,0.85,model,1
Universite De Liege / Centre Hospitalier Universitaire De Liege,Centre Hospitalier Universitaire de Liège,,hospital,accepted,0.85,model,1
Universiteit Antwerpen,Universiteit Antwerpen,,academic,accepted,0.8,model,1
Universiteit Leiden,Universiteit Leiden,,academic,accepted,0.85,model,1
Universiteit Twente,Universiteit Twente,,academic,accepted,0.93,model,1
Universiteit Utrecht,Universiteit Utrecht,,academic,accepted,0.8,model,1
Universitetet i Bergen,University of Bergen,,academic,accepted,0.95,model,1
"Universitetsklinikken for Nyresygdomme og Blodtryksforhjelse, Regionshospitalet Holstebro, Hospitalsenheden Vest",Regionshospitalet Holstebro,,hospital,accepted,0.85,model,1
Universitetssjukhuset Linkping,Universitetssjukhuset i Linköping,,hospital,accepted,0.92,model,1
Universitetssjukhuset i Linkping,Universitetssjukhuset i Linköping,,hospital,accepted,0.92,model,1
"Universith Hospital of Heraklion, Department of Medical Oncology",University Hospital of Heraklion,,hospital,accepted,0.7,model,1
Universitres Herzzentrum Hamburg,Universitares Herzzentrum Hamburg,,hospital,accepted,0.7,model,1
"Universitres Herzzentrum, Klinik fr Kardiologie und Angiologie",Universitares Herzzentrum,,hospital,accepted,0.4,model,1
Universitt Bremen,Universität Bremen,,academic,accepted,0.9,model,1
Universitt Heidelberg vertreten durch die kaufmnnische Direktorin,Universität Heidelberg,,academic,accepted,0.88,model,1
"Universitt Heidelberg, Medizinische Fakultt Mannheim","Ruprecht-Karls-Universität Heidelberg, Medizinische Fakultät Mannheim",,academic,accepted,0.7,model,1
Universitt Kln,Universität zu Köln,,academic,accepted,0.95,model,1
"Universitt Leipzig, HNO",Universität Leipzig,,academic,accepted,0.96,model,1
"Universitt Magdeburg, Medizinische Fakultt",Otto-von-Guericke-Universität Magdeburg,,academic,accepted,0.93,model,1
"Universitt Mainz, I. Medizinische Klinik und Poliklinik",Johannes Gutenberg-Universität Mainz,,academic,accepted,0.85,model,1
"Universitt Mainz, III. Medizinische Klinik",Universitätsmedizin der Johannes Gutenberg-Universität Mainz,,hospital,accepted,0.88,model,1
"Universitt Mainz, Klinik und Poliklinik fr Kinder- und Jugendpsychiatrie und -psychotherapie",Universitat Mainz,,academic,accepted,0.85,model,1
"Universitt Mainz, Klinik und Poliklinik fr Neurologie",Universitat Mainz,,academic,accepted,0.85,model,1
Universitt Marburg,Philipps-Universität Marburg,,academic,accepted,0.96,model,1
Universitt Regensburg,Universität Regensburg,,academic,accepted,0.8,model,1
"Universitt Rostock, fr diese handelnd Universittsklinikum",Universitätsklinikum Rostock,,hospital,accepted,0.7,model,1
Universitt Witten/Herdecke,Universität Witten/Herdecke,,academic,accepted,0.95,model,1
Universitt Wuerzburg,Julius-Maximilians-Universität Würzburg,,academic,accepted,0.9,model,1
Universitts-Herzzentrum Freiburg  Bad Krozingen,Universitäts-Herzzentrum Freiburg – Bad Krozingen,,hospital,accepted,0.8,model,1
UniversittsSpital Zrich,Universitätsspital Zürich,,hospital,accepted,0.92,model,1
Universittsfrauenklinik Innsbruck,Universitatsklinikum Innsbruck,,hospital,accepted,0.75,model,1
Universittshautklinik Kiel,Universitätsklinikum Schleswig-Holstein,,hospital,accepted,0.75,model,1
Universittskinderklinik Heidelberg,Universitätsklinikum Heidelberg,,hospital,accepted,0.75,model,1
Universittskinderspital beider Basel  UKBB,Universitats-Kinderspital beider Basel,,hospital,accepted,0.9,model,1
Universittsklinik Freiburg,Universitätsklinikum Freiburg,,hospital,accepted,0.9,model,1
Universittsklinik Mainz Pneumologie,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,,hospital,accepted,0.8,model,1
"Universittsklinik f. Innere Medizin III, Medizinische Universitt Wien",Medizinische Universität Wien,,academic,accepted,0.95,model,1
Universittsklinik fr Ansthesie - Paracelsus Medizinische Universitt Salzburg,Paracelsus Medical University,,academic,accepted,0.85,model,1
"Universittsklinik fr Ansthesie,Intesivmedizin und Schmerztherapie,Mediniz.Universitt Wien",Medizinische Universität Wien,,academic,accepted,0.95,model,1
"Universittsklinik fr Augenheilkunde und Optometrie, AKH Wien",Allgemeines Krankenhaus der Stadt Wien,,hospital,accepted,0.75,model,1
"Universittsklinik fr Augenheilkunde und Optometrie, MUW",Medizinische Universität Wien,,academic,accepted,0.7,model,1
"Universittsklinik fr Augenheilkunde und Optometrie, Medizinische Universitt Innsbruck",Medizinische Universitat Innsbruck,,academic,accepted,0.9,model,1
"Universittsklinik fr Augenheilkunden und Optometrie, Medizinische Universitt Wien",Medizinische Universität Wien,,academic,accepted,0.7,model,1
"Universittsklinik fr Dermatologie, Paracelsus medizinische Privatuniversitt Salzburg",Paracelsus Medical University,,academic,accepted,0.92,model,1
"Universittsklinik fr Innere Medizin III, Klinische Abteilung fr Gastroenterologie und Hepatologie",Medizinische Universität Wien,,academic,accepted,0.8,model,1
"Universittsklinik fr Innere Medizin III, Klinische Abteilung fr Rheumatologie, Medizinische Universitt Wien",Medizinische Universität Wien,,academic,accepted,0.9,model,1
"Universittsklinik fr Innere Medizin III, Medizinische Universitt Wien",Medizinische Universität Wien,,academic,accepted,0.95,model,1
"Universittsklinik fr Innere Medizin IV, Klinische Abteilung Gastroenterologie und Hepatologie",Universitätsklinik für Innere Medizin IV,,academic,accepted,0.4,model,1
"Universittsklinik fr Innere Medizin IV, Medizinische Universitt Innsbruck",Medizinische Universität Innsbruck,,academic,accepted,0.8,model,1
"Universittsklinik fr Innere Medizin, Klinische Abteilung fr Endokrinologie und Nuklearmedizin",Medizinische Universität Graz,,academic,accepted,0.85,model,1
Universittsklinik fr Kinder- und Jugendheilkunde,Medizinische Universität Wien,,academic,accepted,0.8,model,1
"Universittsklinik fr Kinder- und Jugendheilkunde, Medizinische Universitt Wien",Medizinische Universität Wien,,academic,accepted,0.8,model,1
"Universittsklinik fr Kinder- und Jugendheilkunde, Medizinsiche Universitt Wien",Medizinische Universität Wien,,academic,accepted,0.8,model,1
Universittsklinik fr Kinder-und Jugendheilkunde,Medizinische Universität Wien,,academic,accepted,0.8,model,1
"Universittsklinik fr Klinische Pharmakologie, Medizinische Universitt Wien",Medizinische Universität Wien,,academic,accepted,0.85,model,1
