raw_substance,substance_clean,substance_salt,substance_type,match_status,confidence,decided_by,n_trials
Zomig,Zolmitriptan,,,accepted,1,registry,1
Zonisamid,Zonisamide,,,accepted,0.95,model,1
Zonisamide INN.L25.E,Zonisamide,,,accepted,1,registry,1
"Zoonotic Influenza Vaccine Seqirus suspension for injection in pre-filled syringe
Zoonotic influenza vaccine (H5N8) (surface antigen, inactivated, adjuvanted)",A|astrakhan|3212|2020 (h5n8)-like strain (cber-rg8a) (clade 2.3.4.4b),,,accepted,0.6,model,1
"Zoonotic Influenza Vaccine Seqirus suspension for injection in pre-filled syringe. Zoonotic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted).","Zoonotic influenza vaccine (h5n1, surface antigen, inactivated, adjuvanted)",,vaccine,accepted,0.9,model,1
Zopiclone Zimovane,Zopiclone,,,accepted,1,registry,1
Zoster Vaccine Live,"Varicella zoster virus, live attenuated",,,accepted,0.9,model,1
Zovirax 50 mg,Acyclovir,sodium,,accepted,0.9,model,1
Zr89Zr-DFO-Durvalumab,Durvalumab,,,accepted,0.75,model,1
Zuclopenthixol,Zuclopenthixol,,,accepted,1,registry,1
Zuretinol Acetate,Zuretinol acetate,,,accepted,1,registry,1
Zutectra 500 IU solution for injection in pre-filled syringe,Human hepatitis b immunoglobulin,,,accepted,0.9,model,1
Zydelig,Idelalisib,,,accepted,1,registry,1
Zyloric 100 mg Tablets,Allopurinol,sodium,,accepted,1,registry,1
Zyloric 300 mg Tablets,Allopurinol,sodium,,accepted,1,registry,1
"Zymelin ukonserveret, næsespray, opløsning",Xylometazoline,hydrochloride,,accepted,0.85,model,1
Zyprexa,Olanzapine,pamoate,,accepted,1,registry,1
Zyvoxid 600 mg Filmtabletten,Linezolid,,,accepted,0.85,model,1
Zyvoxid R2 mg,Linezolid,,,accepted,0.85,model,1
[1-13C]SODIUM ACETATE,Sodium acetate,,,accepted,0.75,model,1
[11C]ORM-13070,Orm-13070 c-11,,,accepted,0.97,model,1
[11C]PiB,Pittsburgh compound b,,,accepted,0.97,model,1
[13C]Sodium Acetate,Sodium acetate,,,accepted,0.85,model,1
[14C]-DC-806,Dc-806,,small_molecule,accepted,0.5,model,1
[14C]ZIPALERTINIB,Cln-081,,,accepted,0.85,model,1
[177Lu]Lu-DPI-4452,[177lu]lu-dpi-4452,,radiopharmaceutical,accepted,0.7,model,1
[177Lu]PSMA-I&T,[177lu]lu-psma-i&t,,radiopharmaceutical,accepted,0.85,model,1
[18F]-Altanserin,Altanserin,,,accepted,0.85,model,1
[18F]-MPPF,18f-mppf,,radiopharmaceutical,accepted,0.9,model,1
[18F]AlF-NOTA-Octreotide,18f-alf-nota-octreotide,,radiopharmaceutical,accepted,0.9,model,1
[18F]CPFPX,[18f]cpfpx,,radiopharmaceutical,accepted,0.8,model,1
[18F]DED,[18f]fluorodopamine,,radiopharmaceutical,accepted,0.6,model,1
[18F]MNI-659,[18f]mni-659,,radiopharmaceutical,accepted,0.7,model,1
[18F]PSMA-1007,[18f]psma-1007,,radiopharmaceutical,accepted,0.95,model,1
[18F]Tetrafluoroborate,Fluorine-18 tetrafluoroborate,,radiopharmaceutical,accepted,0.85,model,1
[18F]fludarabine,[18f]fludarabine,,radiopharmaceutical,accepted,0.7,model,1
[18F]meta-fluorobenzylguanidine,Florbenguane f18,,,accepted,0.85,model,1
[68Ga]BED003 injection,[68ga]bed003,,radiopharmaceutical,accepted,0.5,model,1
[68Ga]Ga-DPI-4452,[68ga]ga-dpi-4452,,radiopharmaceutical,accepted,0.9,model,1
[68Ga]NODAGA-E[c(RGDyK)]2,68ga-nodaga-e[c(rgdyk)]2,,radiopharmaceutical,accepted,0.9,model,1
[68Ga]NOTA-AE105,68ga-nota-ae105,,radiopharmaceutical,accepted,0.95,model,1
[89Zr]Zr-DFO-CIT-013,[89zr]zr-dfo-cit-013,,radiopharmaceutical,accepted,0.75,model,1
[89Zr]Zr-Df-IAB22M2C-UKT,Zirconium zr-89-desferrioxamine-iab22m2c,,,accepted,0.85,model,1
[99mTc] Tc-GSA,Technetium (99mtc) galactosyl human serum albumin (gsa),,radiopharmaceutical,accepted,0.8,model,1
[99mTc]PSMA I&S,[99mtc]psma i&s,,radiopharmaceutical,accepted,0.9,model,1
[C11]-SB207145,11c-sb207145,,radiopharmaceutical,accepted,0.9,model,1
aCT1 peptide,Act-1 peptide,,,accepted,0.9,model,1
aPL,Apl,,unknown,accepted,0.3,model,1
aUroCell-Tx,Aurocell-tx,,cell_or_gene_therapy,accepted,0.4,model,1
abacavir sulphate,Abacavir,sulfate,,accepted,1,registry,1
abexinostat,Abexinostat,,,accepted,1,registry,1
abituzumab,Abituzumab,,,accepted,1,registry,1
abnobaVISCUM Fraxini 20 mg Injektionslösung Wirkstoff: Auszug aus frischem Eschenmistelkraut,Mistletoe extract (fraxinus),,biologic,accepted,0.7,model,1
acarbose,Acarbose,,,accepted,1,registry,1
acebilustat,Acebilustat,,,accepted,1,registry,1
acenocoumarol,Acenocoumarol,,,accepted,1,registry,1
acepril,Captopril,,,accepted,1,registry,1
acesulfame potassium,Acesulfame,potassium,,accepted,1,registry,1
acetaminophen,Paracetamol,,,accepted,1,registry,1
acetate de fludrocortisone,Fludrocortisone,acetate,,accepted,0.97,model,1
acetato de dl-alfa-tocoferol,Vitamin e,,,accepted,0.9,model,1
acetazolamida,Acetazolamide,sodium,,accepted,1,registry,1
acetazolamide,Acetazolamide,sodium,,accepted,1,registry,1
"acetyl salicylic acid,calcium carbonate",Acetylsalicylic acid|calcium carbonate,,small_molecule,accepted,0.9,model,1
acetyl-L-carnitine,Acetylcarnitine,,,accepted,1,registry,1
acetyl-L-leucine,Levacetylleucine,,,accepted,1,registry,1
acetyl-salicylic acid,Acetylsalicylic acid,,,accepted,0.97,model,1
acetylsalcylic acid,Acetylsalicylic acid,,,accepted,0.95,model,1
acetylsalicyclic acid,Acetylsalicylic acid,,,accepted,0.95,model,1
acetylsalicylic acid ASA,Acetylsalicylic acid,,,accepted,0.9,model,1
aciclovir sodium,Acyclovir,sodium,,accepted,1,registry,1
acide 4-mthylaminocyclohexanecarboxylique,4-methylaminocyclohexanecarboxylic acid,,small_molecule,accepted,0.6,model,1
acide mycophnolique,Mycophenolic acid,,,accepted,0.95,model,1
acide nicotinique,Niacin,,,accepted,1,registry,1
acide zoledronique monohydrat,Zoledronic acid,,,accepted,0.9,model,1
acido 5-aminolevulinico,Aminolevulinic acid,hydrochloride,,accepted,0.9,model,1
acido 5-aminosalicilico,Mesalazine,,,accepted,0.9,model,1
acido L-ascorbico,Ascorbic acid,,,accepted,0.98,model,1
acido acetilsalicilico,Acetylsalicylic acid,,,accepted,0.97,model,1
acido flico,Folic acid,,,accepted,0.85,model,1
acido folinico,Leucovorin,,,accepted,0.95,model,1
acido levo-folinico L-Leucovorin,Levoleucovorin,calcium,,accepted,0.95,model,1
acido micofenolico,Mycophenolic acid,,,accepted,1,registry,1
acido tictico,"Lipoic acid, alpha",,,accepted,0.6,model,1
acido tranexmico,Tranexamic acid,,,accepted,0.9,model,1
acido valproico,Valproic acid,,,accepted,1,registry,1
acipimox,Acipimox,,,accepted,1,registry,1
acotiamide,Acotiamide,hydrochloride,,accepted,1,registry,1
actate dabiratrone,Dabigatran,,,accepted,0.6,model,1
actate de terlipressine,Terlipressin,,,accepted,0.97,model,1
actinomicina D,Dactinomycin,,,accepted,0.9,model,1
activated NK-cells,Nk cells,,cell_or_gene_therapy,accepted,0.5,model,1
active part of TachoSil,Human fibrinogen|human thrombin,,,accepted,0.9,model,1
actuation,,,,rejected,,,1
"actuation Nasal Spray, Suspension",,,,rejected,,,1
adecatumumab,Adecatumumab,,,accepted,1,registry,1
adeno-associated virus AAV serotype rh.10 expressing human betagalactosidase AAVrh.10-CAG-gal,Aavrh.10-cag-hgalc (aavrh.10 beta-galactosidase gene therapy),,cell_or_gene_therapy,accepted,0.8,model,1
"adeno-associated virus, serotype 9 (AAV9)",Adeno-associated virus serotype 9 vector (aav9),,cell_or_gene_therapy,accepted,0.8,model,1
adenovirus type 26 encoding the SARS-CoV-2 spike glycoprotein Ad26.COV2-S,Adenovirus type 26 encoding the sars-cov-2 spike glycoprotein (ad26.cov2-s),,,accepted,0.98,model,1
adipose derived stromal cells ASC,Autologous adipose-derived stromal cells,,cell_or_gene_therapy,accepted,0.8,model,1
adipose tissue-derived mesenchymal stem cells,Adipose tissue-derived mesenchymal stromal cells,,cell_or_gene_therapy,accepted,0.8,model,1
adipose-derived regenerative cells,Adipose-derived regenerative cells,,cell_or_gene_therapy,accepted,0.75,model,1
adjuvanted Quadrivalent Subunit Inactivated Cell-derived Influenza Vaccine,Adjuvanted quadrivalent cell-derived inactivated subunit influenza vaccine,,vaccine,accepted,0.75,model,1
ado-trastuzumab emtansine,Trastuzumab emtansine,,,accepted,1,registry,1
adrenalin,Adrenaline,bitartrate,,accepted,1,registry,1
adrenaline ephinephrine acid tartrate,Adrenaline,bitartrate,,accepted,1,registry,1
adrenaline tartrate,Adrenaline,bitartrate,,accepted,1,registry,1
adrenalineepinephrine,Adrenaline,bitartrate,,accepted,0.95,model,1
adrenalintartrat,Adrenaline,bitartrate,,accepted,0.85,model,1
adrenomedullin pegol,Adrenomedullin,,,accepted,1,registry,1
adriamicina,Doxorubicin,hydrochloride,,accepted,0.95,model,1
"adsorbed on aluminium hydroxide, hydrated 0.3 milligrams Al",Aluminum hydroxide,,,accepted,0.6,model,1
aemagglutinin from B,Haemagglutinin from b,,vaccine,accepted,0.75,model,1
aethoxysklerol,Polidocanol,,,accepted,1,registry,1
afegostat tartrate,Afegostat,tartrate,,accepted,1,registry,1
aficamten,Aficamten,,,accepted,1,registry,1
aftinib,Afatinib,,,accepted,0.6,model,1
agalsidase alfa,Agalsidase alfa,,,accepted,1,registry,1
agalsidase alpha,Agalsidase alfa,,,accepted,0.98,model,1
albaconazole,Albaconazole,,,accepted,1,registry,1
albendazole,Albendazole,,,accepted,1,registry,1
albiglutide,Albiglutide,,,accepted,1,registry,1
albinterferon alfa 2b,Albinterferon alfa-2b,,,accepted,0.99,model,1
albmina humana,Albumin human,,,accepted,0.9,model,1
albuferom,Albinterferon alfa-2b,,,accepted,0.7,model,1
albumin,Albumin human,,,accepted,1,registry,1
albumine,Albumin human,,,accepted,0.8,model,1
albutrepenonacog alfa,Albutrepenonacog alfa,,,accepted,1,registry,1
alcohol,Alcohol,,,accepted,1,registry,1
aldesleukine,Aldesleukin,,,accepted,1,registry,1
aldesleuskin,Aldesleukin,,,accepted,0.9,model,1
aldoxorubicin,Aldoxorubicin,hydrochloride,,accepted,1,registry,1
alendron acid,Alendronic acid,,,accepted,0.9,model,1
alendronate,Alendronic acid,,,accepted,1,registry,1
alendronate sodium,Alendronate sodium,,,accepted,1,registry,1
alendronic acid,Alendronic acid,,,accepted,1,registry,1
alfentanil hydrochloride,Alfentanil,hydrochloride,,accepted,1,registry,1
alginic acid,Alginic acid,,,accepted,1,registry,1
alicaforsen,Alicaforsen,,,accepted,1,registry,1
alisertib,Alisertib,,,accepted,1,registry,1
alisertib sodium,Alisertib,,,accepted,1,registry,1
aliskiren as hemifumarate,Aliskiren,fumarate,,accepted,1,registry,1
alixorexton,,,,unknown,,,1
alkeran,Melphalan,hydrochloride,,accepted,0.9,model,1
all-rac-alpha-Tocopherylacetat,Vitamin e,,,accepted,0.85,model,1
allergen birch tree,Birch pollen allergen extract,,diagnostic_agent,accepted,0.7,model,1
allergen extract for allergen immunotherapy,Allergen extract (unspecified),,biologic,accepted,0.5,model,1
allergen extract from Phleum Pratense pollen,Phleum pratense pollen allergen extract,,biologic,accepted,0.9,model,1
allergen extract from Phleum pratense pollen,Phleum pratense pollen allergen extract,,biologic,accepted,0.9,model,1
allergen extract of Betula verrucosa,Betula verrucosa (birch) pollen allergen extract,,biologic,accepted,0.9,model,1
allergen gramineous,Grass pollen allergen extract,,diagnostic_agent,accepted,0.7,model,1
alli 60 mg hard capsules,Orlistat,,,accepted,1,registry,1
allo-APZ2-ACLF,Allo-apz2-aclf,,cell_or_gene_therapy,accepted,0.85,model,1
allo-APZ2-CVU_1,Allo-apz2-cvu,,cell_or_gene_therapy,accepted,0.85,model,1
allo-APZ2-CVU_2,Allo-apz2-cvu,,cell_or_gene_therapy,accepted,0.85,model,1
allo-APZ2-CVU_3,Allo-apz2-cvu,,cell_or_gene_therapy,accepted,0.85,model,1
allo-APZ2-DFU,Allo-apz2-dfu,,cell_or_gene_therapy,accepted,0.85,model,1
allo-APZ2-EB,Allo-apz2-eb,,cell_or_gene_therapy,accepted,0.85,model,1
allo-APZ2-OTS,Allo-apz2-ots,,cell_or_gene_therapy,accepted,0.85,model,1
allo-APZ2-PAOD,Allo-apz2-paod,,cell_or_gene_therapy,accepted,0.85,model,1
allogeneic bone marrow derived mesenchymal stromal cells,Allogeneic bone marrow-derived mesenchymal stromal cells,,cell_or_gene_therapy,accepted,0.8,model,1
allogeneic mesenchymal stem cells derived from Wharton's jelly,Allogeneic mesenchymal stem cells derived from wharton's jelly,,cell_or_gene_therapy,accepted,0.85,model,1
allogeneic peripheral blood mononuclear cells induced to apoptotic state,Allogeneic apoptotic peripheral blood mononuclear cells,,cell_or_gene_therapy,accepted,0.9,model,1
allogeneic stem cells,Allogeneic stem cells,,cell_or_gene_therapy,accepted,0.7,model,1
"allogeneic, non-expanded, umbilical cord blood-derived, hematopoietic mature myeloid and lymphoid cells","Allogeneic umbilical cord-derived cd34- cells, non-expanded|dorocubicel",,,accepted,0.55,model,1
alopurinol,Allopurinol,sodium,,accepted,1,registry,1
alosetron,Alosetron,hydrochloride,,accepted,1,registry,1
alpha 1-proteinase inhibitor human,.Alpha.1-proteinase inhibitor human,,,accepted,0.9,model,1
alpha interferon,Interferon alfa,,,accepted,0.7,model,1
alpha tocopherol,Vitamin e,,,accepted,1,registry,1
alpha-Ketoglutarate,Alpha-ketoglutarate,,small_molecule,accepted,0.85,model,1
alpha-methyltricyclo-3.3.1.1,Alpha-methyltricyclo-3.3.1.1,,unknown,accepted,0.3,model,1
alpha-tocopherolquinone,Alpha-tocopherolquinone,,supplement_or_excipient,accepted,0.7,model,1
"alprazolam mylan 0,25 mg",Alprazolam,,,accepted,1,registry,1
alprostadil,Alprostadil,,,accepted,1,registry,1
alternative placebo to placebo to Xolair® (Omalizumab) to ensure continuous supply in the clinical trial. For more details please refer to Note to Assessor located in the “Placebo to AIN457” product shell.,Placebo,,placebo,accepted,1,registry,1
alu blisters.,,,,rejected,,,1
aluminium hydroxide-adsorbed allergoid preparation of birch pollen allergens,Birch pollen allergoid extract,,diagnostic_agent,accepted,0.6,model,1
alvocidib,Alvocidib,hydrochloride,,accepted,1,registry,1
alvocidib hydrochloride,Alvocidib,hydrochloride,,accepted,1,registry,1
amantadine,Amantadine,hydrochloride,,accepted,1,registry,1
amantadine hydrochloride,Amantadine,hydrochloride,,accepted,1,registry,1
amatuximab,Amatuximab,,,accepted,1,registry,1
ambrolizumab,Pembrolizumab,,,accepted,0.7,model,1
ambroxol hydrochloride,Ambroxol,,,accepted,1,registry,1
amcenestrant,Amcenestrant,,,accepted,1,registry,1
amibegron,Amibegron,hydrochloride,,accepted,1,registry,1
amikacin,Amikacin,sulfate,,accepted,1,registry,1
amikacin sulfate,Amikacin,sulfate,,accepted,1,registry,1
amikacine,Amikacin,sulfate,,accepted,1,registry,1
amilomotide,Amilomotide,,,accepted,1,registry,1
amiloride,Amiloride,hydrochloride,,accepted,1,registry,1
amino acids,Amino acids,,,accepted,1,registry,1
aminolevulinic acid,Aminolevulinic acid,hydrochloride,,accepted,1,registry,1
aminolevulinic acid hydrochloride,Aminolevulinic acid,hydrochloride,,accepted,1,registry,1
amiodarone,Amiodarone,hydrochloride,,accepted,1,registry,1
amiodarone hydrochloride,Amiodarone,hydrochloride,,accepted,1,registry,1
amiselimod,Amiselimod,hydrochloride,,accepted,1,registry,1
amitriptilina,Amitriptyline,hydrochloride,,accepted,1,registry,1
amlitelimab,Amlitelimab,,,accepted,1,registry,1
amlodipine besilate 5mgs,Amlodipine,,,accepted,1,registry,1
ammonium chloride,Ammonium chloride,,,accepted,1,registry,1
amniotic membrane,Amniotic membrane,,biologic,accepted,0.9,model,1
amoksisilliini,Amoxicillin,,,accepted,0.9,model,1
amorolfine,Amorolfine,,,accepted,1,registry,1
amoxicilina,Amoxicillin,,,accepted,1,registry,1
amoxicillin as the trihydrate,Amoxicillin,,,accepted,1,registry,1
amoxicillin-clavulanic acid,Amoxicillin|clavulanic acid,,small_molecule,accepted,0.95,model,1
amoxicilline anhydre,Amoxicillin,,,accepted,1,registry,1
amoxycillin,Amoxicillin,,,accepted,1,registry,1
amrubicin,Amrubicin,hydrochloride,,accepted,1,registry,1
anacetrapib,Anacetrapib,,,accepted,1,registry,1
anagrelide,Anagrelide,hydrochloride,,accepted,1,registry,1
andexanet alfa,Andexanet alfa,,,accepted,1,registry,1
andusomeran,Andusomeran,,,accepted,1,registry,1
anecortave acetate,Anecortave acetate,,,accepted,1,registry,1
anhydrous bupivacaine hydrochloride,Tacrolimus,,,accepted,1,registry,1
anhydrous citric acid,Citric acid,,,accepted,1,registry,1
anhydrous minocycline,Tacrolimus,,,accepted,1,registry,1
anidulafungin,Anidulafungin,,,accepted,1,registry,1
anifrolumab,Anifrolumab,,,accepted,1,registry,1
anivamersen,Anivamersen,,,accepted,1,registry,1
"annos inhalaatiosumute, suspensio",,,,rejected,,,1
anti SARS-CoV-2 immunoglobulin,Anti-sars-cov-2 immunoglobulin,,blood_product,accepted,0.8,model,1
anti-CD26,Anti-cd26 monoclonal antibody,,biologic,accepted,0.6,model,1
anti-CD7 mAb WT1-ricin A chain fusion protein,Anti-cd7 wt1 ricin a chain immunotoxin,,biologic,accepted,0.7,model,1
anti-CTLA-4 NF Probody® mAb,Anti-ctla-4 probody,,biologic,accepted,0.75,model,1
anti-CTLA4 monoclonal antibody,Anti-ctla-4 monoclonal antibody,,biologic,accepted,0.7,model,1
anti-ICOS mAb,Anti-icos monoclonal antibody,,biologic,accepted,0.7,model,1
anti-IGF-1R monoclonal antibody,Anti-igf-1r monoclonal antibody,,biologic,accepted,0.6,model,1
anti-NKG2A mAb,Zimistobart,,,accepted,1,registry,1
anti-fucosyl-GM1,Anti-fucosyl gm1 antibody,,biologic,accepted,0.5,model,1
anti-ttanique,Tetanus toxoid,,,accepted,0.8,model,1
antibiotic whatever type the GP would usually use as first line for acute bronchitis,,,,rejected,,,1
apademtase alfa,Apadamtase alfa,,,accepted,0.6,model,1
apadenoson-DP,Apadenoson,,,accepted,0.9,model,1
apaziquone,Apaziquone,,,accepted,1,registry,1
apiretal 500 mg comprimidos bucodispersables,Paracetamol,,,accepted,1,human,1
apo-valacyclovir,Valacyclovir,hydrochloride,,accepted,0.9,model,1
apomorphine,Apomorphine,hydrochloride,,accepted,1,registry,1
applied for but not yet approved,,,,rejected,,,1
aprovel,Irbesartan,hydrochloride,,accepted,1,registry,1
ara-C-elaidate,Cytarabine,hydrochloride,,accepted,0.55,model,1
arfolitixorin,Arfolitixorin,,,accepted,1,registry,1
arginine silicate inositol,Arginine,hydrochloride,,accepted,1,registry,1
argipressin,Argipressin tannate,,,accepted,1,registry,1
argipressin synthetic vasopressin,Argipressin tannate,,,accepted,1,registry,1
armodafinil,Armodafinil,,,accepted,1,registry,1
arnica,Arnica montana,,supplement_or_excipient,accepted,0.9,model,1
aromasin,Exemestane,,,accepted,1,registry,1
artesunate,Artesunate,,,accepted,1,registry,1
artificial cerebral spinal fluid,Artificial cerebrospinal fluid,,diagnostic_agent,accepted,0.98,model,1
artikaiinihydrokloridi,Articaine,hydrochloride,,accepted,0.9,model,1
artmther,Artemether,,,accepted,0.7,model,1
asciminib,Asciminib,hydrochloride,,accepted,1,registry,1
ascorbato di sodio,Sodium ascorbate,,,accepted,0.99,model,1
aspart,Insulin aspart,,,accepted,0.85,model,1
aspartinsuliini,Insulin aspart,,,accepted,0.9,model,1
aspegic,Aspirin dl-lysine,,,accepted,1,registry,1
astodrimer sodium,Astodrimer,sodium,,accepted,1,registry,1
atabecestat,Atabecestat,,,accepted,1,registry,1
atamparib,Atamparib,,,accepted,1,registry,1
atazanavir sulfate,Atazanavir,sulfate,,accepted,1,registry,1
atazanavir sulphate,Atazanavir,sulfate,,accepted,1,registry,1
atezolizumab,Atezolizumab,,,accepted,1,registry,1
atnolol,Atenolol,,,accepted,0.85,model,1
atomoxetine hydrochloride,Atomoxetine,hydrochloride,,accepted,1,registry,1
atomoxetinum,Atomoxetine,hydrochloride,,accepted,0.9,model,1
atoquavone,Atovaquone,,,accepted,0.85,model,1
atorvastatiini,Atorvastatin,calcium,,accepted,0.9,model,1
atorvastatina,Atorvastatin,calcium,,accepted,1,registry,1
atripla,Efavirenz|emtricitabine|tenofovir disoproxil fumarate,,,accepted,1,registry,1
atropine sulphate,Atropine,sulfate,,accepted,1,registry,1
atropine sulphate FNA 0.5 5mg,Atropine,sulfate,,accepted,1,registry,1
"attenuated modified vaccinia virus Ankara MVA, engineered to deliver the 5T4 antigen",Mva-5t4,,vaccine,accepted,0.75,model,1
aucun mdicament exprimental,,,,rejected,,,1
autological CD133+ isolated from bone marrow,Autologous cd133+ bone marrow-derived progenitor cells,,cell_or_gene_therapy,accepted,0.85,model,1
autologous CD34+ cells transduced with a lentiviral vector encoding the human NCF1 gene,Autologous cd34+ cells encoding ncf1 (lentiviral vector),,cell_or_gene_therapy,accepted,0.85,model,1
autologous Microfat,Autologous microfat,,cell_or_gene_therapy,accepted,0.6,model,1
autologous Skeletal Muscle Derived Cells,Autologous skeletal muscle derived cells,,cell_or_gene_therapy,accepted,0.85,model,1
autologous Skeletal Muscle-Derived Cells,Autologous skeletal muscle derived cells,,cell_or_gene_therapy,accepted,0.85,model,1
autologous adult haematopoietic stem cells,Autologous haematopoietic stem cells,,cell_or_gene_therapy,accepted,0.7,model,1
autologous bone marrow,Autologous bone marrow cells,,cell_or_gene_therapy,accepted,0.75,model,1
autologous bone marrow derived progenitor cells,Autologous bone marrow-derived progenitor cells,,cell_or_gene_therapy,accepted,0.75,model,1
autologous bone marrow-derived progenitor cells BMC,Autologous bone marrow-derived progenitor cells,,cell_or_gene_therapy,accepted,0.75,model,1
autologous bone marrow-derived stromal cells,Autologous bone marrow-derived stromal cells,,cell_or_gene_therapy,accepted,0.8,model,1
