raw_sponsor,proposed,confidence,n_trials,review_reason,reason,channel,model_id
Oractive Swiss AG,Oractive Swiss,0.7,1,low confidence,,mint,claude-sonnet-5
Orszgos Onkolgiai Intzet,Orszagos Onkologiai Intezet,0.7,1,low confidence,"National Institute of Oncology, Hungary",mint,claude-sonnet-5
Ortopdkirurgisk Afdeling rhus Universitetshospital,Aarhus Universitetshospital,0.7,1,low confidence,Department resolves to parent hospital,mint,claude-sonnet-5
Ortopdkirurgisk afdeling Odense Universitetshospital,Odense Universitetshospital,0.7,1,low confidence,Department resolves to parent hospital,mint,claude-sonnet-5
Orygen Research Centre,Orygen Research Centre,0.7,1,low confidence,,mint,claude-sonnet-5
Oscient Pharmaceuticals,Oscient Pharmaceuticals,0.7,1,low confidence,,mint,claude-sonnet-5
Our Ladys Hospital for Sick Children,Our Ladys Hospital for Sick Children,0.7,1,low confidence,"Dublin hospital, distinct entity",mint,claude-sonnet-5
Ouro Medicines Limited,Ouro Medicines,0.7,1,low confidence,,mint,claude-sonnet-5
P Pierre Dellamonica,Pierre Dellamonica,0.7,1,low confidence,"Named person, no institution given",mint,claude-sonnet-5
PALUPA Medical Ltd,PALUPA Medical,0.7,1,low confidence,,mint,claude-sonnet-5
PARIPharma GmbH,PARI Pharma,0.7,1,low confidence,,mint,claude-sonnet-5
PD Dr. Gerhard Treiber,Gerhard Treiber,0.7,1,low confidence,,mint,claude-sonnet-5
PKH-Pharmazeutische Kontroll- und Herstellungslabor GmbH,PKH-Pharmazeutische Kontroll- und Herstellungslabor,0.7,1,low confidence,,mint,claude-sonnet-5
PROGE FARM SRL,Progefarm,0.7,1,low confidence,,mint,claude-sonnet-5
"Paracelsus Mediznische Privatuniversitt, Universittsklinik fr Ansthesiologie, perioperative Medizin und Intensiv",Paracelsus Medical University,0.7,1,low confidence,Department resolves to parent university,mint,claude-sonnet-5
PeP-Tronic Medical AB,PeP-Tronic Medical,0.7,1,low confidence,,mint,claude-sonnet-5
Peaches Biotech S.L.,Peaches Biotech,0.7,1,low confidence,,mint,claude-sonnet-5
Pediatric Research International GmbH,Pediatric Research International,0.7,1,low confidence,,mint,claude-sonnet-5
Pega-One S.A.S.,Pega-One,0.7,1,low confidence,,mint,claude-sonnet-5
PepTcell Limited trade name SEEK,PepTcell,0.7,1,low confidence,,mint,claude-sonnet-5
Peptinov,Peptinov,0.7,1,low confidence,,mint,claude-sonnet-5
"Per Whiss, Faculty of Health Sciences",Per Whiss,0.7,1,low confidence,Named individual affiliated with a faculty; person listed alone,mint,claude-sonnet-5
Perle Bioscience Inc.,Perle Bioscience,0.7,1,low confidence,,mint,claude-sonnet-5
PharOS Pharmaceutical Oriented Services Single Member Ltd.,PharOS Pharmaceutical Oriented Services,0.7,1,low confidence,,mint,claude-sonnet-5
Pharmahungary Group,Pharmahungary Group,0.7,1,low confidence,,mint,claude-sonnet-5
Pharmamel S.L.,Pharmamel,0.7,1,low confidence,,mint,claude-sonnet-5
"Pharmanord, UK, LTD",Pharma Nord,0.7,1,low confidence,,mint,claude-sonnet-5
Philips,Philips,0.7,1,low confidence,,mint,claude-sonnet-5
Phnix Laboratorium GmbH,Phönix Laboratorium,0.7,1,low confidence,,mint,claude-sonnet-5
Pileje,Pileje,0.7,1,low confidence,"Single sponsor string, French nutraceutical company Pileje.",mint,claude-sonnet-5
Pr I Johansson,I Johansson,0.7,1,low confidence,,mint,claude-sonnet-5
"Prim. Univ.Prof. Dr. Christian Pirich Department of Nuclear Medicine and Endocrinology, PMU Salzburg",Paracelsus Medical University,0.7,1,low confidence,"Department resolves to parent institution PMU Salzburg; named person is department head, not an independent org.",mint,claude-sonnet-5
Prof. Dr. R. Kreutz Leiter der Abteilung Klinische Pharmakologie der Charite Berlin,Charité – Universitätsmedizin Berlin,0.7,1,low confidence,Named person with institution Charite Berlin,mint,claude-sonnet-5
"Prof. Herta Flor, Head of the Institute of Clinical and Cognitive Neuroscience",Prof. Herta Flor,0.7,1,low confidence,"Named individual identified by title and role, no institution name given as sponsor.",mint,claude-sonnet-5
Prof. Per Soelberg Srensen,Per Soelberg Sørensen,0.7,1,low confidence,"Named individual, no institution given",mint,claude-sonnet-5
"Professor Christina Eintrei,Institution of Medical  Health, Section of Anesthesiology",Christina Eintrei,0.7,1,low confidence,Named individual sponsor listed with department affiliation.,mint,claude-sonnet-5
Projenx Inc.,Projenx,0.7,1,low confidence,,mint,claude-sonnet-5
"Protherics Salt Lake City, Inc",Protherics,0.7,1,low confidence,,mint,claude-sonnet-5
Provincia Lombardo Veneta Dell’Ordine Ospedaliero Di San Giovanni Di Dio Fatebenefratelli,Provincia Lombardo Veneta Dell'Ordine Ospedaliero Di San Giovanni Di Dio Fatebenefratelli,0.7,1,low confidence,,mint,claude-sonnet-5
Provincia Religiosa di S.Pietro Ordine Ospedaliero San Giovanni di Dio Fatebenefratelli,Provincia Religiosa di S.Pietro Ordine Ospedaliero San Giovanni di Dio Fatebenefratelli,0.7,1,low confidence,,mint,claude-sonnet-5
"Psicofundacin. Fundacin Espaola para Promocin, Desarrollo Cientfico y Profesional de la Psicologa","Fundación Española para la Promoción, Desarrollo Científico y Profesional de la Psicología (Psicofundación)",0.7,1,low confidence,"Single string identifying a Spanish psychology foundation, likely OCR-mangled accents.",mint,claude-sonnet-5
"Psychiatric Research Unit, Frederiksborg General Hospital",Frederiksborg General Hospital,0.7,1,low confidence,Department resolves to parent hospital,mint,claude-sonnet-5
Psykiatrisk Center Ballerup,Psykiatrisk Center Ballerup,0.7,1,low confidence,,mint,claude-sonnet-5
"Puolustusvoimat, Sotilaslketieteen keskus",Puolustusvoimien Sotilaslääketieteen keskus,0.7,1,low confidence,"Finnish Defence Forces Centre for Military Medicine, a public body under the Finnish Defence Forces",mint,claude-sonnet-5
PurGenesis Techonologies Inc.,PurGenesis Technologies,0.7,1,low confidence,,mint,claude-sonnet-5
RAFAEL GARCIA LOPEZ,Rafael Garcia Lopez,0.7,1,low confidence,,mint,claude-sonnet-5
RECARDIO Inc.,RECARDIO,0.7,1,low confidence,,mint,claude-sonnet-5
"Radboud University Medical Centre, department of Psychiatry",Radboud University Medical Center,0.7,1,low confidence,,mint,claude-sonnet-5
Rapidscan Pharma Solutions EU Ltd RPS EU Ltd,Rapidscan Pharma Solutions,0.7,1,low confidence,,mint,claude-sonnet-5
Recip AB,Recip AB,0.7,1,low confidence,,mint,claude-sonnet-5
Redwood Pharma AB,Redwood Pharma,0.7,1,low confidence,,mint,claude-sonnet-5
"RegenMedTX, LLC",RegenMedTX,0.7,1,low confidence,,mint,claude-sonnet-5
Region Dalarna,Region Dalarna,0.7,1,low confidence,Landstinget Dalarna was renamed Region Dalarna; same county public body,mint,claude-sonnet-5
Region Jnkpings ln,Region Jönköpings Län,0.7,1,low confidence,,mint,claude-sonnet-5
Region Vaesternorrland / Umea University,Region Vasternorrland / Umea University,0.7,1,low confidence,,mint,claude-sonnet-5
Regionshospitalet Godstrup,Herning Hospital,0.7,1,low confidence,,mint,claude-sonnet-5
"Relevare Pharmaceuticals, Ltd.",Relevare Pharmaceuticals,0.7,1,low confidence,,mint,claude-sonnet-5
Research Institute of Biological Psychiatry Sct. Hans,"Research Institute of Biological Psychiatry, Sct. Hans",0.7,1,low confidence,,mint,claude-sonnet-5
Research Maatschap Cardiologen Rotterdam Zuid,Research Maatschap Cardiologen Rotterdam Zuid,0.7,1,low confidence,,mint,claude-opus-5
Rest Therapeutics,Rest Therapeutics,0.7,1,low confidence,Company name distinct from CNRS person,mint,claude-sonnet-5
Revmatologicky ustav Praha,Revmatologicky ustav Praha,0.7,1,low confidence,"Single institution, likely a rheumatology research institute in Prague.",mint,claude-sonnet-5
"Rigshospitalet, Dapartment of of Clinical Physiology, Nuclear Medicine and PET",Rigshospitalet,0.7,1,low confidence,"All refer to departments of Rigshospitalet, likely the same institution despite vague/misspelled variants.",mint,claude-sonnet-5
"Rigshospitalet, Department of Clinical Physiology, Nucelar Medicine and PET",Rigshospitalet,0.7,1,low confidence,"All refer to departments of Rigshospitalet, likely the same institution despite vague/misspelled variants.",mint,claude-sonnet-5
"Rigshospitalet, Department of Physiology, Nuclear Medicine and PET",Rigshospitalet,0.7,1,low confidence,"All refer to departments of Rigshospitalet, likely the same institution despite vague/misspelled variants.",mint,claude-sonnet-5
Robarts Clinical Trials,Robarts Clinical Trials,0.7,1,low confidence,,mint,claude-sonnet-5
Roskilde Amts Sygehus,Roskilde Amts Sygehus,0.7,1,low confidence,,mint,claude-sonnet-5
Royal Liverpool Childrens NHS Trust,Royal Liverpool Children's NHS Trust,0.7,1,low confidence,"Alder Hey predecessor trust, kept separate",mint,claude-opus-5
Royal National Hospital for Rheumatic Disease,Royal National Hospital for Rheumatic Disease,0.7,1,low confidence,,mint,claude-sonnet-5
S.E. Carburos Metlicos S.A. grupo Air Products,Air Products,0.7,1,low confidence,,mint,claude-sonnet-5
SANFILIPPO Therapeutics SAS,SANFILIPPO Therapeutics,0.7,1,low confidence,,mint,claude-sonnet-5
SERMAS-FIBHULP,FIBHULP,0.7,1,low confidence,Both refer to Fundacion para la Investigacion Biomedica del Hospital Universitario La Paz; SERMAS is Madrid health service prefix but same foundation.,mint,claude-sonnet-5
SK Pharma Schumann und Kohl GmbH,SK Pharma Schumann und Kohl,0.7,1,low confidence,,mint,claude-sonnet-5
SOUTH EASTERN EUROPEAN RESEARCH ONCOLOGY GROUP,South Eastern European Research Oncology Group,0.7,1,low confidence,,mint,claude-sonnet-5
"Saint Lukes Hospital of Kansas City, Kansas City, Missouri, USA",Saint Lukes Hospital of Kansas City,0.7,1,low confidence,,mint,claude-sonnet-5
Santeon,Santeon,0.7,1,low confidence,"Single string, Dutch hospital network",mint,claude-sonnet-5
Sara Rafael Fernndez,Sara Rafael Fernández,0.7,1,low confidence,,mint,claude-sonnet-5
Saving Patients Lives Medical B.V.,Saving Patients Lives Medical,0.7,1,low confidence,,mint,claude-sonnet-5
"Schering Corporation, a Subsidiary of Merck  Co., Inc.",Schering-Plough,0.7,1,low confidence,acquired entity trading under own name,mint,claude-opus-5
Schering Nordiska AB,Schering,0.7,1,low confidence,,mint,claude-sonnet-5
Schriners Hospitals for Children,Shriners Hospitals for Children,0.7,1,low confidence,Likely misspelling of Shriners Hospitals for Children,mint,claude-sonnet-5
Sdertlje sjukhus AB,Södertälje sjukhus,0.7,1,low confidence,,mint,claude-sonnet-5
Seksjon for odontologisk farmakologi og farmakoterapi. UiO,University of Oslo,0.7,1,low confidence,,mint,claude-sonnet-5
Sepsicure LLC,Sepsicure,0.7,1,low confidence,,mint,claude-sonnet-5
"Serono International, S.A.",Serono,0.7,1,low confidence,Pre-acquisition Serono International entity,mint,claude-opus-5
Servicio de Alergia. Hospital Civil. Mlaga Spain,Hospital Civil de Malaga,0.7,1,low confidence,Department (Servicio de Alergia) resolves to parent hospital.,mint,claude-sonnet-5
Seven Seas Limited,Seven Seas Limited,0.7,1,low confidence,,mint,claude-sonnet-5
SigmaDrugs Research Ltd.,SigmaDrugs Research,0.7,1,low confidence,,mint,claude-sonnet-5
Sinoxa Pharma GmbH,Sinoxa Pharma,0.7,1,low confidence,,mint,claude-sonnet-5
"Smittskyddsinstitutet, STRAMA",Smittskyddsinstitutet,0.7,1,low confidence,,mint,claude-sonnet-5
Socit Franaise de Cardiologie,Societe Francaise de Cardiologie,0.7,1,low confidence,,mint,claude-sonnet-5
Sofamor - Danek,Sofamor Danek,0.7,1,low confidence,Sofamor Danek was a spinal implant company later acquired by Medtronic.,mint,claude-sonnet-5
Sophiahemmet,Sophiahemmet,0.7,1,low confidence,,mint,claude-sonnet-5
Southend Hospital,Southend Hospital,0.7,1,low confidence,,mint,claude-sonnet-5
Southern Europe New Drug Organization SENDO,Southern Europe New Drug Organization SENDO,0.7,1,low confidence,,mint,claude-sonnet-5
Spanish Lung Cancer Group,Spanish Lung Cancer Group,0.7,1,low confidence,,mint,claude-sonnet-5
Specialisttandvrdskliniken Vstmanlands sjukhus Vsters,Vastmanlands sjukhus Vasteras,0.7,1,low confidence,"Both strings reference departments/units of Vastmanlands hospital Vasteras, which resolves to the parent hospital.",mint,claude-sonnet-5
Srlandet Hospital,Sørlandet Sykehus,0.7,1,low confidence,"Likely OCR/encoding-stripped 'Sørlandet Hospital', a Norwegian hospital trust.",mint,claude-sonnet-5
St George Street Capital Ltd,St George Street Capital,0.7,1,low confidence,,mint,claude-sonnet-5
St Marys NHS Trust,St Mary's NHS Trust,0.7,1,low confidence,,mint,claude-sonnet-5
"St.  Josephs  Healthcare,  McMaster  University",St. Joseph's Healthcare Hamilton,0.7,1,low confidence,Hospital affiliated with McMaster University but a distinct institution,mint,claude-sonnet-5
St. Joseph-Hospital g GmbH,St. Joseph-Hospital,0.7,1,low confidence,,mint,claude-sonnet-5
Stage Pharmaceuticals GmbH,Stage Pharmaceuticals,0.7,1,low confidence,,mint,claude-sonnet-5
Stellaris Pharmaceuticals ApS,Stellaris Pharmaceuticals,0.7,1,low confidence,,mint,claude-sonnet-5
Sterotherapeutics LLC,Sterotherapeutics,0.7,1,low confidence,,mint,claude-sonnet-5
Stichting Apotheek der Haarlemse Ziekenhuizen,Stichting Apotheek der Haarlemse Ziekenhuizen,0.7,1,low confidence,,mint,claude-sonnet-5
Stockholm County Council Danderyd Hospital,Danderyds Sjukhus,0.7,1,low confidence,,mint,claude-opus-5
Suchthilfe Wien gGmbH,Suchthilfe Wien,0.7,1,low confidence,,mint,claude-sonnet-5
Summit Corporation plc,Summit Therapeutics,0.7,1,low confidence,,mint,claude-sonnet-5
Sunuvion Pharmaceuticals Inc,Sunovion Pharmaceuticals,0.7,1,low confidence,,mint,claude-sonnet-5
Surgimab,Surgimab,0.7,1,low confidence,,mint,claude-sonnet-5
Swiss Cancer Institute,Swiss Cancer Institute,0.7,1,low confidence,,mint,claude-opus-5
Swiss GO Trial Group,Swiss GO Trial Group,0.7,1,low confidence,,mint,claude-sonnet-5
"Sydn- ja keuhkokeskus, HUS",Helsingin ja Uudenmaan sairaanhoitopiiri (HUS),0.7,1,low confidence,Department (Heart and Lung Center) of Helsinki University Central Hospital (HUS),mint,claude-sonnet-5
"Synergia Pharma, Inc.",Synergia Pharma,0.7,1,low confidence,,mint,claude-sonnet-5
T.O.A.D. Oncology S.A.,T.O.A.D. Oncology,0.7,1,low confidence,,mint,claude-opus-5
T7 Therapeutics Inc.,T7 Therapeutics,0.7,1,low confidence,,mint,claude-sonnet-5
TARGID,KU Leuven,0.7,1,low confidence,TARGID (Translational Research in Gastrointestinal Disorders) is a research unit at University of Leuven.,mint,claude-sonnet-5
TAYS Sydaenkeskus Oy,Tays Sydänkeskus,0.7,1,low confidence,,mint,claude-sonnet-5
"TAYS, Hematologian yksikk",Tampere University Hospital,0.7,1,low confidence,"TAYS is Tampere University Hospital (Tampereen yliopistollinen sairaala); the string names its hematology unit, resolving to the parent hospital.",mint,claude-sonnet-5
TLT Medical Ltd.,TLT Medical,0.7,1,low confidence,,mint,claude-sonnet-5
TOGA Thoracic Oncology Group Antwerp,Thoracic Oncology Group Antwerp,0.7,1,low confidence,,mint,claude-opus-5
Tacurion Pharma Inc,Tacurion Pharma,0.7,1,low confidence,,mint,claude-sonnet-5
Targid University Leuven,KU Leuven,0.7,1,low confidence,TARGID (Translational Research in Gastrointestinal Disorders) is a research unit at University of Leuven.,mint,claude-sonnet-5
Tatiana Cobo Ibez / Gemma Mara Mora Ortega / Gonzalo Serralta San Martn,Tatiana Cobo Ibáñez / Gemma Mara Mora Ortega / Gonzalo Serralta San Martín,0.7,1,low confidence,,mint,claude-sonnet-5
Taunton  Somerset NHS Trust,Taunton and Somerset NHS Trust,0.7,1,low confidence,,mint,claude-sonnet-5
Teitur Trophics ApS,Teitur Trophics,0.7,1,low confidence,,mint,claude-sonnet-5
Tern Therapeutics LLC,Tern Therapeutics,0.7,1,low confidence,,mint,claude-sonnet-5
Tesla Medical s.r.o.,Tesla Medical,0.7,1,low confidence,,mint,claude-sonnet-5
"The Clinical Research Centre, RCSI Education and Research Centre",Royal College of Surgeons in Ireland,0.7,1,low confidence,RCSI research centre resolves to parent institution,mint,claude-sonnet-5
The Danish National University Hospital Rigshospitalet,Rigshospitalet,0.7,1,low confidence,,mint,claude-sonnet-5
"The Heart Center, Rigshospitalet",Rigshospitalet,0.7,1,low confidence,The Heart Center is a department of Rigshospitalet,mint,claude-sonnet-5
The Nordic MDS group,Nordic MDS Study Group,0.7,1,low confidence,,mint,claude-sonnet-5
"The Parker Institute, Bispebjerg and Frederiksberg Hospital",Parker Institute,0.7,1,low confidence,Named research institute with its own identity hosted at Bispebjerg and Frederiksberg Hospital,mint,claude-opus-5
Theradex Europe Ltd.,Theradex Europe,0.7,1,low confidence,,mint,claude-sonnet-5
Theragnostics Ltd,Theragnostics,0.7,1,low confidence,,mint,claude-sonnet-5
Thrombotech Ltd.,Thrombotech,0.7,1,low confidence,,mint,claude-sonnet-5
Tomi Niemi,Tomi Niemi,0.7,1,low confidence,,mint,claude-sonnet-5
Trichocare Diagnostics Ltd,Trichocare Diagnostics,0.7,1,low confidence,,mint,claude-sonnet-5
Trimed Biotech GmbH,Trimed Biotech,0.7,1,low confidence,,mint,claude-sonnet-5
Trimel Biopharma SRL,Trimel Biopharma,0.7,1,low confidence,,mint,claude-sonnet-5
U.O.PNEUMOLOGIA- AZ. USL1 DI MASSA E CARRARA,Azienda USL1 di Massa e Carrara,0.7,1,low confidence,Department (Pneumology) resolves to parent local health authority.,mint,claude-sonnet-5
UHToulouse,Centre Hospitalier Universitaire de Toulouse,0.7,1,low confidence,University hospital of Toulouse abbreviation,mint,claude-sonnet-5
"UK fr Ansthesieologie, Gemeinn. Sbg. Landeskliniken BetriebsgesmbH",Gemeinnutzige Salzburger Landeskliniken Betriebsgesellschaft,0.7,1,low confidence,Department (Anesthesiology) resolves to parent hospital operating company,mint,claude-sonnet-5
"UK fr Ansthesiologie und allgemeine Intensivmedizin, LKH Salzburg",Landeskrankenhaus Salzburg,0.7,1,low confidence,Department resolves to parent hospital LKH Salzburg.,mint,claude-sonnet-5
ULB - Unit de Recherche en Lymphologie,Universite Libre de Bruxelles,0.7,1,low confidence,"ULB research unit, both refer to same university department resolving to parent institution",mint,claude-sonnet-5
