"pip_procedure_number","pip_decision_number","ema_url","decision_type_code","decision_type_text","decision_title","decision_date","active_substance","therapeutic_area","condition","compliance_check_done","has_full_waiver","has_partial_waiver","has_deferral","pdf_url","parse_confidence","fetched_at","ema_feed_timestamp"
"EMEA-001123-PIP01-11-M03","P/307/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001123-pip01-11-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","21/12/2015","odanacatib","Immunology-Rheumatology-Transplantation","Treatment of osteoporosis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001098-PIP01-10-M01","P/305/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001098-pip01-10-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","21/12/2015","Lorcaserin","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of obesity","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000568-PIP01-09-M06","P/299/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000568-pip01-09-m06","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","21/12/2015","C1 inhibitor (human)","Immunology-Rheumatology-Transplantation","Treatment of C1 inhibitor deficiency","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001450-PIP01-13-M01","P/296/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001450-pip01-13-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","04/12/2015","vosaroxin","Oncology","Treatment of acute myeloid leukaemia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000830-PIP02-10-M02","P/295/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000830-pip02-10-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/12/2015","human normal immunoglobulin","Immunology-Rheumatology-Transplantation","Treatment of idiopathic thrombocytopenic purpura as a model for immunomodulation;Treatment of primary immunodeficiency (PID) as model for replacement therapy","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001501-PIP03-15","P/311/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001501-pip03-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","21/12/2015","dupilumab","Oto-rhino-laryngology","Treatment of nasal polyposis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001850-PIP01-15","P/320/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001850-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","21/12/2015","Inactivated Type 1 poliovirus (Brunhilde);Inactivated Type 3 Poliovirus (Saukett);Inactivated Type 2 Poliovirus (MEF-1)","Vaccines","Prevention of poliomyelitis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001849-PIP01-15","P/319/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001849-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","21/12/2015","recombinant human monoclonal IgG1 antibody directed against Programmed Death Ligand-1 (anti-PD-L1) (MSB0010718C)","Oncology","Treatment of Merkel cell carcinoma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001840-PIP01-15","P/318/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001840-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","21/12/2015","telotristat etiprate","Gastroentology-Hepatology","Treatment of carcinoid syndrome","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001783-PIP02-15","P/317/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001783-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","21/12/2015","ketoprofen","Pain","Treatment of musculoskeletal and connective tissue pain","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001617-PIP01-14","P/315/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001617-pip01-14","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","21/12/2015","ethosuximide","Neurology","Treatment of childhood absence epilepsy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001091-PIP02-15","P/294/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001091-pip02-15","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","03/12/2015","emtricitabine;tenofovir disoproxil fumarate","","Treatment of human immunodeficiency virus (HIV-1) infection","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000309-PIP01-08-M07","P/266/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000309-pip01-08-m07","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","27/11/2015","tocilizumab","Immunology-Rheumatology-Transplantation","Treatment of chronic idiopathic arthritis (including rheumatoid arthritis, ankylosing spondylitis, psoriatic arthritis and juvenile idiopathic arthritis)","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001852-PIP01-15","P/293/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001852-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","27/11/2015","olmesartan medoxomil;amlodipine besilate","Cardiovascular diseases","Treatment of hypertension","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001824-PIP01-15","P/292/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001824-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","27/11/2015","(R)-N-({5-[3-(2,5-Difluorophenyl)-2-(2,3-dihydro-1H-benzimidazol-2-ylidene)-3- oxopropanoyl]-2-fluorophenyl}sulfonyl)-2-hydroxypropanimidamide","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of endometriosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001820-PIP01-15","P/291/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001820-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","27/11/2015","recombinant human growth hormone fused to hybrid Fc composed of the hinge region and N-terminal of CH2 domain of IgD and C-terminal of CH2 and full CH3 domain of IgG4","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of growth hormone deficiency","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000639-PIP02-09-M02","P/231/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000639-pip02-09-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","27/10/2015","chloroprocaine hydrochloride","Anaesthesiology","Intrathecal anaesthesia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000060-PIP04-14-M01","P/57/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000060-pip04-14-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","30/10/2015","canakinumab","Immunology-Rheumatology-Transplantation","Treatment of familial Mediterranean fever;Treatment of hyperimmunoglobulin D syndrome","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000060-PIP05-14-M01","P/239/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000060-pip05-14-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","30/10/2015","canakinumab","Immunology-Rheumatology-Transplantation","Treatment of tumour necrosis factor receptor associated periodic syndrome","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000020-PIP01-07-M05","P/237/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000020-pip01-07-m05","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","30/10/2015","maraviroc","Infectious diseases","Treatment of human immunodeficiency virus (HIV-1) infection","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001721-PIP01-14","P/287/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001721-pip01-14","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","26/11/2015","dimethyl fumarate","Dermatology","Treatment of psoriasis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001810-PIP01-15","P/259/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001810-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","30/10/2015","L-Cysteine, L-leucyl-L-α-glutamyl-L-α-glutamyl-L-lysyl-L-lysylglycyl-L-asparaginyl-L-tyrosyl-L-valyl-L-valyl-L-threonyl-L-α -aspartyl-L-histidyl-S-[1-[(4-carboxycyclohexyl)methyl]-2,5-dioxo-3-pyrrolidinyl]-, complex with keyhole limpet haemocyanin","Oncology","Treatment of high-grade glioma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001817-PIP01-15","P/262/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001817-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","30/10/2015","Fluoroestradiol (18F)","Oncology","Detection of pathological expression of estrogen receptors in organs and tissues","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001816-PIP02-15","P/261/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001816-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","30/10/2015","mogamulizumab","Oncology","Treatment of Cutaneous T-Cell Lymphoma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001845-PIP01-15","P/264/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001845-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","30/10/2015","telmisartan;amlodipine besilate","Cardiovascular diseases","Treatment of hypertension","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001816-PIP01-15","P/260/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001816-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","30/10/2015","mogamulizumab","Oncology","Treatment of adult T-cell leukaemia / lymphoma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001511-PIP03-14","P/254/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001511-pip03-14","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","30/10/2015","simtuzumab","Pneumology-allergology","Treatment of interstitial pulmonary diseases with fibrosis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001487-PIP02-15","P/253/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001487-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","30/10/2015","Gevokizumab","Immunology-Rheumatology-Transplantation","Treatment of Schnitzler Syndrome","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001007-PIP02-15","P/234/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001007-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","27/10/2015","ciclosporin","Ophthalmology","Treatment of dry eye disease","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
