"sponsor_name","baseline_date"
"The Dutch Working On Immunotherapy Of Win-O","2026-05-05"
"The Eye Hospital Rotterdam","2026-05-05"
"The Fertility Clinic, Skive Regional Hospital","2026-05-05"
"The Fertility Clinic, Sygehus Viborg Skive","2026-05-05"
"The Finnish Lymphoma","2026-05-05"
"The Florey Institute Of Neuroscience And Mental Health","2026-05-05"
"The Functional Gut Clinic","2026-05-05"
"The George Institute For Health","2026-05-05"
"The George Institute For Health Australia","2026-05-05"
"The George Institute For Health, University Of New South Wales","2026-05-05"
"The Heartbeat Trust","2026-05-05"
"The Hospital District Of Southwest","2026-05-05"
"The Hospital For Sick Children","2026-05-05"
"The Immune Response","2026-05-05"
"The Institute of Caner","2026-05-05"
"The Irish Clinical","2026-05-05"
"The John Hopkins University","2026-05-05"
"The Kirby Institute","2026-05-05"
"The Kirby Institute - Unsw Australia","2026-05-05"
"The Kirby Institute Formerly National Centre In Hiv Epidemiology And Clinical Nchecr, University Of New Sou","2026-05-05"
"The Kompetenznetz Vorhofflimmern e.V. German Atrial Fibrillation Competence Network association AFNET e.V","2026-05-05"
"The Liverpool Heart Chest Hospital Nhs Trust","2026-05-05"
"The London Clinic","2026-05-05"
"The Ludwig Boltzmann Institute For Retinology And Biomicroscopic Lasersurgery","2026-05-05"
"The Lymphoma Study Association Lysa","2026-05-05"
"The Mater Foundation/Hrb Grant","2026-05-05"
"The Medicines Company","2026-05-05"
"The Medicines Evaluation Unit Meu . Investigator Led Study","2026-05-05"
"The Mentholatum Company","2026-05-05"
"The Motol University Hospital","2026-05-05"
"The Multiple Sclerosis","2026-05-05"
"The National Eye Institute","2026-05-05"
"The Nordic Cml Study","2026-05-05"
"The Nordic Colorectal Cancer Biomodulation","2026-05-05"
"The Nordic Mds","2026-05-05"
"The Nordic Myeloproliferative Neoplasm","2026-05-05"
"The North West London Hospitals Nhs Trust, Northwick Park Hospital","2026-05-05"
"The Norwegian Radium Hospital","2026-05-05"
"The Norwegian University Of And Technology","2026-05-05"
"The Parker Institute, Bispebjerg And Frederiksberg Hospital","2026-05-05"
"The Parker Institute, Bispebjerg And Frederiksberg Hospital, The Capital Region Of","2026-05-05"
"The Pennine Acute Hospitals Nhs Trust","2026-05-05"
"The Police Rehabilitation Centre, Flint House","2026-05-05"
"The Princess Alexandra Hospital Nhs Trust","2026-05-05"
"The Public Health Agency Of","2026-05-05"
"The Regents Of The University Of Michigan","2026-05-05"
"The Rotterdam Eye Hospital","2026-05-05"
"The Rotunda Hospital","2026-05-05"
"The Royal Hospitals Trust","2026-05-05"
"The Royal Liverpool University Hospital Nhs Trust","2026-05-05"
"The Royal Marsden Foundation Trust And The Institute Of Cancer","2026-05-05"
"The Royal Marsden Hospital Nhs Foundation Trust","2026-05-05"
"The Royal Marsden Hospital Nhs Trust","2026-05-05"
"The Royal Marsden Nhs Foundation","2026-05-05"
"The Royal Marsden NHS Foundation Trust","2026-05-05"
"The Royal Of Hospitals, Belfast Trust","2026-05-05"
"The Royal Wolverhampton Hospitals Nhs Trust","2026-05-05"
"The Royal Wolverhampton Nhs Trust","2026-05-05"
"The Sahlgrenska Academy, University Of Gothenburg","2026-05-05"
"The Sahlgrenska Center For Pediatric Ophtalmology","2026-05-05"
"The Save Trial","2026-05-05"
"The Scripps Institute","2026-05-05"
"The Stanley Medical Institute","2026-05-05"
"The Swedish Aml","2026-05-05"
"The Symbio Herborn","2026-05-05"
"The Technical University Of Dresden","2026-05-05"
"The Univeristy Of Nottingham","2026-05-05"
"The University Of Adelaide","2026-05-05"
"The University Of Dundee","2026-05-05"
"The University Of Edinburgh","2026-05-05"
"The University Of Edinburgh Lothian Health Board","2026-05-05"
"The University Of Leicester","2026-05-05"
"The University Of Nottingham","2026-05-05"
"The University Of Queensland","2026-05-05"
"The University Of Southampton","2026-05-05"
"The Walton Centre For Neurology And Neurosurgery","2026-05-05"
"The Walton Centre For Neurology And Neurosurgery Nhs Trust","2026-05-05"
"The Walton Centre Nhs Foundation Trust","2026-05-05"
"The Whittington Hospital Nhs Trust","2026-05-05"
"Thea","2026-05-05"
"Themis","2026-05-05"
"Thena","2026-05-05"
"Theolytics","2026-05-05"
"Therabel","2026-05-05"
"Therabel Lucien","2026-05-05"
"Therabron","2026-05-05"
"Theraclone","2026-05-05"
"Theracos","2026-05-05"
"Theracos Sub","2026-05-05"
"Theradex","2026-05-05"
"Theragnostics","2026-05-05"
"Therakind","2026-05-05"
"Therakos","2026-05-05"
"Theranexus","2026-05-05"
"Theranor Sprl","2026-05-05"
"Theraop Ggmbh","2026-05-05"
"Therapix","2026-05-05"
"Theras","2026-05-05"
"Theratechnologies","2026-05-05"
"Theravance","2026-05-05"
"Theravectys","2026-05-05"
"Theravia","2026-05-05"
"There Is No Sponsor","2026-05-05"
"Therini Bio","2026-05-05"
"Thermosome","2026-05-05"
"Theseus","2026-05-05"
"Thessalonikis Aristoteleio University","2026-05-05"
"Thiogenesis","2026-05-05"
"Thirty Respiratory","2026-05-05"
"Thomas Benfield","2026-05-05"
"Thomas Bergholt","2026-05-05"
"Thomas Fichnter Bendtsen","2026-05-05"
"Thomas Fichtner Bendtsen","2026-05-05"
"Thomas Mller Jensen","2026-05-05"
"Thomayerova Nemocnice","2026-05-05"
"Thor Petersen","2026-05-05"
"Thoracale Oncologie Groep Antwerpen","2026-05-05"
"Thoracale Oncologie Groep Antwerpen Toga","2026-05-05"
"Thoracic Platform Etop","2026-05-05"
"Thoraxclinic At The University Of Heidelberg","2026-05-05"
"Thoraxklinik","2026-05-05"
"Thoraxklinik Heidelberg","2026-05-05"
"Thoraxklinik Heidelberg Ggmbh","2026-05-05"
"Thornton Ross","2026-05-05"
"Threshold","2026-05-05"
"Thrombogenics","2026-05-05"
"Thrombosis Institute","2026-05-05"
"Thrombotargets","2026-05-05"
"Thrombotech","2026-05-05"
"Tht Sprl","2026-05-05"
"Tiakis Formerly Proteo","2026-05-05"
"Tibotec","2026-05-05"
"Tiburio","2026-05-05"
"Tigenix, . Unipersonal","2026-05-05"
"Tigenix, U","2026-05-05"
"Tigercat","2026-05-05"
"Tikomed","2026-05-05"
"Tilburg University","2026-05-05"
"Tillotts","2026-05-05"
"Tilt Biotherapeutics","2026-05-05"
"Timber","2026-05-05"
"Timo Jahnukainen","2026-05-05"
"Timo Laitio","2026-05-05"
"Tiohundra","2026-05-05"
"Tioma","2026-05-05"
"Tipharma","2026-05-05"
"Tirol Kliniken","2026-05-05"
"Tisento","2026-05-05"
"Tiumbio Co","2026-05-05"
"Tiziana Life","2026-05-05"
"Tkt","2026-05-05"
"Tlt Medical","2026-05-05"
"Tme","2026-05-05"
"Tno","2026-05-05"
"Tno Organisation For Applied Scientific","2026-05-05"
"TNO. Organization for Applied Scientific","2026-05-05"
"To-Bbb Technologies","2026-05-05"
"Tobira , ., A Subsidiary Of Allergan","2026-05-05"
"Tobira ., A Subsidiary Of Allergan","2026-05-05"
"Toga Thoracic Antwerp","2026-05-05"
"Tokai","2026-05-05"
"Toleranzia","2026-05-05"
"Tolero","2026-05-05"
"Tolerogenixx","2026-05-05"
"Tolerrx","2026-05-05"
"Tolerx","2026-05-05"
"Tolremo","2026-05-05"
"Tomi Niemi","2026-05-05"
"Tommi Vimpeli","2026-05-05"
"Tools","2026-05-05"
"Tools4patient","2026-05-05"
"Top Institute Food And Nutrition","2026-05-05"
"Top Institute Of","2026-05-05"
"Topadur / Topadur","2026-05-05"
"Topas","2026-05-05"
"Topigen","2026-05-05"
"Topivert","2026-05-05"
"Topotarget","2026-05-05"
"Toray Industries","2026-05-05"
"Torl Biotherapeutics","2026-05-05"
"Torrent","2026-05-05"
"Toscana Life Sviluppo","2026-05-05"
"Totus Medicines","2026-05-05"
"Tourmaline Bio","2026-05-05"
"Toxilyon","2026-05-05"
"Tracon","2026-05-05"
"Trafford Nhs Trust","2026-05-05"
"Trailnet Coordinating Center At The University Of South Florida","2026-05-05"
"Tranquis","2026-05-05"
"Transave","2026-05-05"
"Transcend","2026-05-05"
"Transgene","2026-05-05"
"Translational","2026-05-05"
"Translational In","2026-05-05"
"Translational In Trio","2026-05-05"
"Transparency In","2026-05-05"
"Transpharma Medical","2026-05-05"
"Transplantationscentrum, Sahlgrenska Universitetssjukhuset","2026-05-05"
"Transposon","2026-05-05"
"Transtech","2026-05-05"
"Transthera (Nanjing)","2026-05-05"
"Tranzyme","2026-05-05"
"Trastec","2026-05-05"
"Travere","2026-05-05"
"Trb Chemedica","2026-05-05"
"Trbchemedica","2026-05-05"
"Treeline","2026-05-05"
"Treeway Tw001ad","2026-05-05"
"Tremeau","2026-05-05"
"Trend","2026-05-05"
"Trevena","2026-05-05"
"Trevi","2026-05-05"
"Trf","2026-05-05"
"Trialnet Coordinating Center","2026-05-05"
"Trialnet Coordinating Center At The University Of South Florida","2026-05-05"
"Trialnet Study","2026-05-05"
"Trichocare Diagnostics","2026-05-05"
"Tricholog","2026-05-05"
"Tricida","2026-05-05"
"Trigen","2026-05-05"
"Trimed","2026-05-05"
"Trimel","2026-05-05"
"Trinity College Dublin","2026-05-05"
"Trio Medicines","2026-05-05"
"Tripep","2026-05-05"
"Trishula","2026-05-05"
"Trius","2026-05-05"
"Triveni Bio","2026-05-05"
"Trizell","2026-05-05"
"Trophos","2026-05-05"
"Trustees Of The University Of Pennsylvania","2026-05-05"
"Tubulis","2026-05-05"
"Tuomo Nieminen","2026-05-05"
"Turku Pet Centre","2026-05-05"
"Turku Univeristy Hospital","2026-05-05"
"Turku University Hospital","2026-05-05"
"Turku University Hospitla","2026-05-05"
"Turning Point","2026-05-05"
"Turnsole","2026-05-05"
"Turun Yliopistollinen Keskussairaala","2026-05-05"
"Tuula Manner","2026-05-05"
"Tweesteden Hospital","2026-05-05"
"Twi","2026-05-05"
"Two B","2026-05-05"
"Txcell","2026-05-05"
"Tyks","2026-05-05"
"Tyra","2026-05-05"
"U.L.S.S. 16","2026-05-05"
"U.L.S.S. 9 DI TREVISO","2026-05-05"
"U.O. Ginecologia e Ostetricia","2026-05-05"
"U.O. Terapia intensiva","2026-05-05"
"U.O. Terapia Intensiva","2026-05-05"
"U.O. Tossicologia","2026-05-05"
"U.O.C. EMATOLOGIA - OSP. S. EUGENIO - ASL RM C","2026-05-05"
"U.O.PNEUMOLOGIA- AZ. USL1 DI MASSA E CARRARA","2026-05-05"
"U.Z. Gasthuisberg","2026-05-05"
"Uab Eli Lilly Lietuva","2026-05-05"
"Uab Froceth","2026-05-05"
"Uab Roche Lietuva","2026-05-05"
"Uab Venioni Vaistaols","2026-05-05"
"Ubht","2026-05-05"
"Ubix","2026-05-05"
"UCB","2026-05-05"
"Ucd","2026-05-05"
"Ucl - The Joint Uclh/Ucl Comprehensive Biomedical Unit","2026-05-05"
"Ucl Biomedicine Unit","2026-05-05"
"Ucl Cctu","2026-05-05"
"Ucl Comprehensive Clinical Trials Unit","2026-05-05"
"Ucl Mont Godinne","2026-05-05"
"Uclouvain","2026-05-05"
"Ucr Uppsala Clinical Center","2026-05-05"
"Uf De Mthodologie En Recherche Clinique","2026-05-05"
"Uhangers","2026-05-05"
"Uhb Nhs Foundation Trust","2026-05-05"
"Uhcw Nhs Trust","2026-05-05"
"Uhl Nhl Trust","2026-05-05"
"Uhl Nhs Trust","2026-05-05"
"Ulb","2026-05-05"
"Ulb - Unit De Recherche En Lymphologie","2026-05-05"
"Ulb Erasme","2026-05-05"
"Ulb Erasme Hospital","2026-05-05"
"Ullevl University Hospital","2026-05-05"
"Ulrich Tacke","2026-05-05"
"Ulrik Grevstad","2026-05-05"
"Ulster Community Hospitals Trust","2026-05-05"
"Ultimovacs Asa","2026-05-05"
"Ultragenyx","2026-05-05"
"Ultragenyx Pharmaceutial","2026-05-05"
"Umcn","2026-05-05"
"Umcn Department Pharm-Tox","2026-05-05"
"Umcn Farm-Tox","2026-05-05"
"Ume Universitet","2026-05-05"
"Ume University","2026-05-05"
"Umea University","2026-05-05"
"Umecrine Cognition","2026-05-05"
"Umecrine Mood","2026-05-05"
"Unai Ortega Mera","2026-05-05"
"Unfallkrankenhaus Salzburg","2026-05-05"
"Uni","2026-05-05"
"Uni- Kleon Tsetis","2026-05-05"
"Unicancer","2026-05-05"
"Unicancer / Unicancer","2026-05-05"
"Unicyte","2026-05-05"
"Unidad De Cirugia Artroscpica","2026-05-05"
"Unidad De Gestin Clnica De Endocrinologa Y Nutricin","2026-05-05"
"Unidad De Investigacin En Tuberculosis De Barcelona","2026-05-05"
"Unidad De Investigacin En Tuberculosis De Barcelona Uitb","2026-05-05"
"Unidad De Investigacin Hospital Universitario De Canarias","2026-05-05"
"Unidad De Neuroinmunologa","2026-05-05"
"Unidad De Trasplantes Y Terapia Celular Del Hospital General Universitario Central De Asturias","2026-05-05"
"Unidad De Trasplantes Y Terapia Celular Del Hospital Universitario Central De Asturias","2026-05-05"
"Unidad De Vih - Servicio De Enfermedades Infecciosas. Hospital De Bellvitge","2026-05-05"
"Unidad De Vih. Servicio De Enfermedades Infecciosas. Hospital De Bellvitge","2026-05-05"
"Unidad Hepatica. Ciberehd. Hospital General Universitario De Alicante","2026-05-05"
"Unidad Integral De Investigacin En Oncologa","2026-05-05"
"Unidad Integral De Investigacin En Oncologia","2026-05-05"
"Unidade De Investigao Em Sade Mental E Psiquiatria Do Centro Hospitalar Conde De Ferreira","2026-05-05"
"Unidade Local De Saude De Coimbra E.P.E","2026-05-05"
"Unidade Local De Saude De Santa Maria E.P.E. / Instituto De Medicina Molecular Joao Lobo Antunes","2026-05-05"
"Unidade Local De Saude De Sao Jose E.P.E","2026-05-05"
"Unidade Local De Saude De Tras-Os-Montes E Alto Douro E.P.E","2026-05-05"
"Unigene","2026-05-05"
"Uniklinikum Tuebingen","2026-05-05"
"Unilfarma - Unio Internacional De Lab. Farmacuticos, Lda","2026-05-05"
"Unilfarma, Lda","2026-05-05"
"Unimed Spol. S R. O","2026-05-05"
"Union","2026-05-05"
"Uniqure","2026-05-05"
"Unit","2026-05-05"
"Unit De Recherches Thrapeutiques","2026-05-05"
"Unit For Psychiatric","2026-05-05"
"Unit Malattie Neurodegenerative, Ospedale Cardinale Giovanni Panico, Tricase","2026-05-05"
"Unit Of Infectious Diseases","2026-05-05"
"Unita Operativa Di Endocrinologia E Malattie Del Metabolismo","2026-05-05"
"Unitat De Recerca En Pediatria Nutrici I Desenvolupament Hum","2026-05-05"
"United","2026-05-05"
"United Lincolnshire Hospitals Nhs Trust","2026-05-05"
"Unither","2026-05-05"
"Unity Health Toronto, At Its St. Michaels Site","2026-05-05"
"Univ Of Lund","2026-05-05"
"Univ. Hospital, Dpt. Of Anaesthesia","2026-05-05"
"Univ. Klinik F. Ansthesie, Intensivmedizin Und Schmerztherapie","2026-05-05"
"Univ. Klinik Fr Ansthesiologie","2026-05-05"
"Univ. Of Iceland","2026-05-05"
"Univ. Prof. Dr. Christoph Zielinski","2026-05-05"
"Univ. Prof. Dr. Manuela Schmidinger","2026-05-05"
"Univ. Prof. Dr. Markus Peck-Radosavljevic","2026-05-05"
"Univ.-Doz. Dr. Karl-Heinz Smolle","2026-05-05"
"Univ.-Kl. f.Augenheilkunde und Optometrie Wien","2026-05-05"
"Univ.-Kl.f.Nuklearmedizin Wien","2026-05-05"
"Univ.-Klinik Fr Kinder- Und Jugendheilkunde","2026-05-05"
"Univ.-Prof. Ddr. Norbert Jakse, Universittszahnklinik Graz, Dep. F. Orale Chirurgie U. Rntgenologi","2026-05-05"
"Univ.-Prof. Dr. Doris Balogh","2026-05-05"
"Univ.-Prof. Dr. Hans F. Merk","2026-05-05"
"Univ.-Prof. Dr. Helmut Mittermayer","2026-05-05"
"Univ.-Prof. Dr. Karlheinz Tscheliessnigg","2026-05-05"
"Univ.-Prof. Dr. Oliver Findl Med. Univ. Wien","2026-05-05"
"Univ.-Prof. Dr. Volker Wenzel","2026-05-05"
"Univ.Clinic of Dermatology","2026-05-05"
"Univ.Clinic of Internal Medicine II","2026-05-05"
"Univar","2026-05-05"
"Univar Solutions","2026-05-05"
"Univeristy Hospital Na Bulovce","2026-05-05"
"Univeristy Hospital Schleswig-Holstein","2026-05-05"
"Univeristy Hospital Tuebingen","2026-05-05"
"Univeristy Of Cologne","2026-05-05"
"Univeristy Of Leeds","2026-05-05"
"Univeristy Of Milano-Bicocca","2026-05-05"
"Univeritetssjukhuset Rebro","2026-05-05"
"Univerity Of Bonn","2026-05-05"
"Universidad Autnoma De Madrid","2026-05-05"
"Universidad Autnoma de Madrid U.A.M","2026-05-05"
"Universidad Catlica De Murcia Ucam","2026-05-05"
"Universidad Complutense De Madrid","2026-05-05"
"Universidad De Granada","2026-05-05"
"Universidad De Salamanca","2026-05-05"
"Universidad Miguel Hernandez","2026-05-05"
"Universidad Rey Juan Carlos","2026-05-05"
"Universit Campus Bio-Medico Di Roma","2026-05-05"
"Universit Catholique De Louvain","2026-05-05"
"Universit Catholique De Louvain Ucl","2026-05-05"
"Universit Cattolica Del Sacro Cuore","2026-05-05"
"Universit De Sherbrooke","2026-05-05"
"Universit Degli Studi Aldo Moro","2026-05-05"
"Universit Degli Studi Di Perugia","2026-05-05"
"Universit Degli Studi Di Torino E Azienda Ospedaliera Citt Della Salute E Della Scienza Di Torino","2026-05-05"
"Universit Degli Studi Di Trieste","2026-05-05"
"Universit Degli Studi G. Dannunzio Chieti-Pescara","2026-05-05"
"Universit Degli Studi Milano Bicocca","2026-05-05"
"Universit Del Piemonte Orientale","2026-05-05"
"Universit Di Modena E Reggioemilia","2026-05-05"
"Universit Di Napoli Federico Ii","2026-05-05"
"Universit Libre De Bruxelles","2026-05-05"
"Universita Campus Biomedico","2026-05-05"
"Universita Cattolica Del Sacro Cuore","2026-05-05"
"Universita Degli Studi Di Ferrara","2026-05-05"
"Universita Degli Studi Di Firenze","2026-05-05"
"Universita Degli Studi Di Genova","2026-05-05"
"Universita Degli Studi Di Messina","2026-05-05"
"Universita Degli Studi Di Milano","2026-05-05"
"Universita Degli Studi Di Milano Bicocca","2026-05-05"
"Universita Degli Studi Di Milano-Bicocca","2026-05-05"
"Universita Degli Studi Di Napoli Federico Ii","2026-05-05"
"Universita Degli Studi Di Padova","2026-05-05"
"Universita Degli Studi Di Parma","2026-05-05"
"Universita Degli Studi Di Pavia","2026-05-05"
"Universita Degli Studi Di Perugia","2026-05-05"
"Universita Degli Studi Di Roma La Sapienza","2026-05-05"
"Universita Degli Studi Di Torino / Mario Negri Institute For Pharmacological Irccs","2026-05-05"
"Universita Degli Studi Di Udine","2026-05-05"
"Universita Degli Studi Di Verona","2026-05-05"
"Universita Degli Studi G. Dannunzio Chieti","2026-05-05"
"Universita Di Firenze","2026-05-05"
"Universita Di Firenze Dipartimento Di Farmacologia Preclinica E Clinica","2026-05-05"
"Universita Di Genova","2026-05-05"
"Universita Di Torino","2026-05-05"
"Universita' Degli Studi Di Camerino","2026-05-05"
"Universita' Degli Studi Di Genova","2026-05-05"
"Universita' Degli Studi Di Modena E Reggio Emilia","2026-05-05"
"Universita' Degli Studi Di Napoli Federico Ii","2026-05-05"
"Universita' Degli Studi Di Perugia","2026-05-05"
"Universita' Degli Studi Di Roma La Sapienza","2026-05-05"
"Universita' Degli Studi Di Roma Tor Vergata","2026-05-05"
"Universita' Degli Studi Di Torino","2026-05-05"
"Universita' Degli Studi Di Verona","2026-05-05"
"Universita' Degli Studi G. D'annunzio Di Chieti","2026-05-05"
"Universita' Vita-Salute S. Raffaele","2026-05-05"
"Universitaet Des Saarlandes","2026-05-05"
"Universitaet Leipzig","2026-05-05"
"Universitaet Muenster","2026-05-05"
"Universitaetsklinikum Aachen Aör","2026-05-05"
"Universitaetsklinikum Erlangen","2026-05-05"
"Universitaetsklinikum Essen","2026-05-05"
"Universitaetsklinikum Hamburg","2026-05-05"
"Universitaetsklinikum Heidelberg Aör","2026-05-05"
"Universitaetsklinikum Heidelberg Aör / Universitaetsklinikum Heidelberg Aör","2026-05-05"
"Universitaetsklinikum Muenster","2026-05-05"
"Universitaetsklinikum Muenster Aör","2026-05-05"
"Universitaetsklinikum Regensburg","2026-05-05"
"Universitaetsklinikum Regensburg Aör","2026-05-05"
"Universitaetsklinikum Schleswig-Holstein","2026-05-05"
"Universitaetsklinikum Schleswig-Holstein Aör","2026-05-05"
"Universitaetsklinikum Schleswig-Holstein Aör / Universitaetsklinikum Schleswig-Holstein Aör","2026-05-05"
"Universitaetsklinikum Tuebingen Aör","2026-05-05"
"Universitaetsklinikum Tuebingen Aör / Universität Zürich - Klinik Für Neonatologie","2026-05-05"
"Universitaetsklinikum Ulm Aör","2026-05-05"
"Universitaetsklinikum Wuerzburg","2026-05-05"
"Universitaetsklinikum Wuerzburg Aör","2026-05-05"
"Universitaetsmedizin Der Johannes Gutenberg","2026-05-05"
"Universitaetsmedizin Der Johannes Gutenberg-Universitaet Mainz Kör","2026-05-05"
"Universitaetsmedizin Der Johannes Gutenberg-Universitaet Mainz Kör / Rabin Medical Center","2026-05-05"
"Universitaetsmedizin Goettingen","2026-05-05"
"Universitaetsmedizin Greifswald Kör","2026-05-05"
"Universitaetsspital Basel","2026-05-05"
"Universitair Medisch Cemtrum Utrecht","2026-05-05"
"Universitair Ziekenhuis Antwerpen","2026-05-05"
"Universitair Ziekenhuis Antwerpen / Hospital Germans Trias I Pujol","2026-05-05"
"Universitair Ziekenhuis Antwerpen Uza","2026-05-05"
"Universitary Hospital Prncipe De Asturias","2026-05-05"
"Universitat Heidelberg","2026-05-05"
"Universite Catholique De Louvain","2026-05-05"
"Universite De Liege / Centre Hospitalier Universitaire De Liege","2026-05-05"
"Universite De Liege / Chu De Liege","2026-05-05"
"Universite Libre De Bruxelles","2026-05-05"
"Universiteit Antwerpen","2026-05-05"
